,blueTops,btmp,btwr,btt,blueJngs,bjmp,bjwr,bjt,blueMids,bmmp,bmwr,bmt,blueBots,bbmp,bbwr,bbt,blueSups,bsmp,bswr,bst,redTops,rtmp,rtwr,rtt,redJngs,rjmp,rjwr,rjt,redMids,rmmp,rmwr,rmt,redBots,rbmp,rbwr,rbt,redSups,rsmp,rswr,rst,winner
465,Kled,52814,50,330,Rengar,372578,55,247,Swain,765350,51,292,Tristana,12018,47,415,Rakan,16640,53,470,Olaf,110057,51,552,Shaco,711480,50,1270,Azir,58911,-1,-1,Kalista,1974035,48,345,Leona,115326,57,145,0
466,Mordekaiser,66121,49,243,Viego,43691,65,65,Neeko,996834,52,383,Samira,283398,52,675,Lux,1233,50,699,Volibear,18815,51,395,Udyr,484416,57,145,Akali,531754,50,910,Kaisa,601374,-1,-1,Janna,482629,49,409,1
467,Singed,20913,50,346,Volibear,77091,57,145,Tryndamere,53240,50,1765,Kaisa,197587,52,748,Thresh,164587,49,672,Teemo,3705,-1,-1,Kayn,536063,49,516,Kayle,230531,50,840,Varus,66467,50,594,Alistar,31407,55,300,0
468,Pantheon,43525,55,253,Graves,15132,53,287,Qiyana,176705,54,338,Jinx,239022,50,978,Vex,9598,51,277,MonkeyKing,83129,58,182,Volibear,77091,57,145,Kassadin,272115,54,247,Twitch,500461,-1,-1,Leona,10513,51,532,1
469,Gwen,11349,56,139,Volibear,77091,57,145,Talon,311380,52,673,Jinx,19378,47,169,Lulu,282332,-1,-1,Garen,942922,52,395,Udyr,347672,52,312,Katarina,296339,52,349,Lucian,286927,52,735,Senna,289178,-1,-1,1
470,Gwen,11349,56,139,Volibear,77091,57,145,Yone,263808,52,476,Caitlyn,231199,51,551,Karma,44299,-1,-1,Riven,4183,50,463,Elise,3786,54,496,Azir,89904,51,738,Ezreal,315185,49,472,Senna,289178,-1,-1,1
471,Volibear,77091,57,145,Karthus,15884,57,65,Brand,613941,40,78,MissFortune,2591345,51,344,Pyke,14634,46,145,Gwen,12026,53,537,Nocturne,981,-1,-1,Viktor,14394,52,462,Lucian,84547,48,61,Nami,2368,53,200,0
472,Aatrox,44547,50,602,Rumble,15020,-1,-1,Graves,123248,54,221,Varus,98837,59,76,Seraphine,58385,53,442,Akali,1907,54,153,Udyr,484416,57,145,Leblanc,87247,47,259,Jinx,28749,53,296,Yuumi,15877,50,1209,1
473,Urgot,110715,51,1773,Karthus,43866,58,177,Akshan,115633,47,346,Kaisa,163099,49,1243,Leona,28788,51,802,Ryze,13515,54,153,Blitzcrank,89066,57,145,Riven,294266,52,403,Varus,75501,47,259,Shaco,586211,59,228,1
474,Nocturne,1184833,51,475,Udyr,484416,57,145,Ekko,85444,59,257,Twitch,74988,48,120,Soraka,41499,50,102,Illaoi,834884,57,375,Khazix,67620,54,318,Ahri,73376,48,357,Lucian,75634,50,234,Karma,25853,50,195,0
475,Tryndamere,538494,45,196,Udyr,484416,57,145,Katarina,602054,53,379,Zeri,106048,49,689,Ashe,55813,49,416,Trundle,274837,50,496,Warwick,1303428,51,623,Zed,279456,53,159,MissFortune,195640,56,108,Senna,2899,-1,-1,1
476,Vex,5810,50,583,Kayn,1344212,50,609,Irelia,11355,54,409,Lucian,279564,52,506,Nami,21366,51,1175,Aatrox,150253,52,372,Udyr,484416,57,145,Talon,1069801,-1,-1,Senna,75468,52,522,Leona,10984,48,555,1
477,Sion,2950,35,65,Zac,928049,47,255,Talon,190632,49,150,Jinx,11478,50,185,Soraka,199308,-1,-1,Garen,73944,52,505,Udyr,484416,57,145,Leblanc,36582,-1,-1,Vayne,16490,54,178,Renata,81212,52,1024,0
478,Zac,59233,49,307,Diana,25826,61,84,Yone,195005,-1,-1,Twitch,169730,50,196,Karma,12744,52,346,Volibear,61606,50,954,Udyr,484416,57,145,Fizz,447205,48,208,MissFortune,38505,51,314,Blitzcrank,313521,54,547,1
479,Kayle,61996,52,789,Khazix,27835,52,344,Swain,87902,49,847,Aphelios,37849,51,551,Sett,69612,49,59,Teemo,1222033,53,648,Udyr,484416,57,145,Anivia,742632,51,335,Jinx,632120,50,358,Senna,88967,53,325,0
480,Qiyana,596086,50,424,Ekko,6230,57,145,Yone,44483,-1,-1,Zeri,15327,52,584,Renata,260773,51,587,Warwick,124296,54,363,Nocturne,13014,55,249,Kaisa,7334,-1,-1,Ezreal,262967,49,408,Nami,3479615,49,612,0
481,Garen,34075,53,205,Viego,14743,46,183,Graves,196798,59,80,Ashe,88091,57,79,Velkoz,11450,51,440,Aatrox,246695,54,527,Ekko,6230,57,145,Diana,42048,65,40,Jinx,2153124,49,457,Karma,265531,51,447,0
482,Irelia,330738,49,100,Diana,6497,52,357,Renekton,9465,52,506,Jinx,298360,55,123,Blitzcrank,89066,57,145,Katarina,775927,51,660,RekSai,107043,53,319,Kayle,40998,51,607,Karthus,24620,49,372,Nasus,211965,49,362,1
483,Cassiopeia,57507,51,553,Elise,857498,53,468,Viego,5431,51,538,Zeri,85182,50,693,Janna,7084,53,264,Yorick,78999,50,401,Ekko,6230,-1,-1,Fizz,637721,50,731,Aphelios,181987,48,425,Alistar,30574,50,611,0
484,MonkeyKing,131263,49,1224,Zed,308015,49,551,Annie,531143,49,710,Kaisa,114391,55,193,Morgana,185088,-1,-1,Fiora,851464,49,1009,Ekko,6230,-1,-1,Tristana,97294,53,441,KogMaw,103812,-1,-1,Lulu,1729123,50,614,0
485,Teemo,225824,52,305,Nocturne,744,-1,-1,Vladimir,453929,53,952,Lucian,143114,50,415,Leona,12668,-1,-1,Singed,292989,56,270,Khazix,582019,52,694,Kassadin,104936,50,645,Veigar,124387,50,826,Senna,113524,53,159,0
486,Sion,99172,52,237,Amumu,40102,53,154,Kennen,1401388,52,294,Caitlyn,50890,48,206,Lulu,31624,45,110,Sett,24055,47,129,Volibear,77091,-1,-1,Yone,246576,49,177,Jinx,6921,47,186,Karma,8326,48,192,1
487,Garen,223049,52,300,Udyr,484416,-1,-1,Ezreal,526950,52,436,Caitlyn,1649,53,610,Braum,23733,51,1038,Akali,119974,51,387,Graves,36231,55,220,Diana,352666,48,506,Jinx,29237,-1,-1,Nautilus,21304,54,202,0
488,Zac,86038,53,325,Udyr,484416,-1,-1,Cassiopeia,50073,53,103,Jinx,753803,52,250,Janna,139207,49,297,TahmKench,88948,52,1052,DrMundo,418472,-1,-1,Garen,2131850,50,1464,Kaisa,124468,50,638,Morgana,56293,51,597,1
489,Teemo,225824,52,305,Udyr,484416,-1,-1,Ahri,5295,49,925,Lucian,666724,52,349,Lulu,114247,-1,-1,MonkeyKing,885362,48,514,Hecarim,29521,54,260,Fizz,1569549,54,299,KogMaw,680887,51,331,Karma,179991,54,519,0
490,Singed,708359,49,584,Warwick,122674,55,277,Ekko,38971,51,332,Kaisa,63635,53,315,Senna,147026,48,195,Urgot,87227,-1,-1,Udyr,484416,-1,-1,Cassiopeia,40476,50,244,Ashe,72412,51,470,Karma,27587,46,361,0
491,Mordekaiser,16982,51,908,Talon,1016253,49,288,Anivia,302135,56,135,Sivir,326244,50,648,Xerath,75054,51,377,Singed,708359,49,584,Volibear,77091,-1,-1,Kaisa,30062,50,506,Jinx,77016,51,470,Karma,64129,50,508,0
492,Yone,174872,55,303,Shyvana,65145,52,587,Yasuo,670462,47,199,Samira,139468,53,195,Sona,1053583,50,304,Gangplank,64663,55,157,Graves,295514,51,2137,Heimerdinger,7367,51,518,Zeri,27312,60,137,Thresh,681850,47,351,1
493,Yone,29473,55,157,Shaco,788376,51,241,Kassadin,14158,44,88,MissFortune,10392,51,349,Ahri,123486,54,204,Heimerdinger,34414,50,787,Nidalee,23359,61,51,Zed,36171,50,551,Vayne,15482,49,429,Nautilus,11803,55,95,0
494,Mordekaiser,62313,51,445,Graves,170405,62,236,Lissandra,3618,55,157,MissFortune,228193,49,780,Soraka,146290,51,891,Aatrox,43278,55,104,Volibear,34461,50,351,Zed,602183,-1,-1,Ezreal,186595,54,446,Janna,12652,57,140,1
495,Urgot,556651,51,102,Katarina,1161723,49,462,Belveth,4905,49,425,Jhin,246805,51,351,Nautilus,40478,51,1225,Darius,38618,55,157,Zac,778520,51,147,Anivia,75916,53,77,Ezreal,118706,52,573,Yuumi,32300,53,118,1
496,Aatrox,17439,53,331,Elise,5327,50,458,Qiyana,4989,49,133,Lucian,105266,50,515,Zyra,664675,53,133,Jax,59660,55,157,Belveth,13454,48,229,Malzahar,4283,51,421,Jhin,246805,51,351,Soraka,3086,53,118,0
497,Volibear,21003,51,144,Kayn,36559,48,229,Yone,20588,51,421,Kaisa,173557,55,191,Blitzcrank,45141,50,1630,Akshan,35279,52,825,Diana,162867,44,234,Gwen,44954,55,157,Tristana,83647,-1,-1,Taric,141682,56,177,0
498,Illaoi,1376414,-1,-1,RekSai,77769,49,622,Viktor,347119,53,462,Kaisa,72098,54,243,Zilean,877360,56,221,Gwen,44954,55,157,Zac,305775,50,688,Kassadin,6285,51,307,Caitlyn,118356,49,623,Senna,33508,48,227,1
499,Gwen,44954,-1,-1,MonkeyKing,74147,54,145,Yone,938250,49,622,Ziggs,34919,49,469,Veigar,1208,51,197,Mordekaiser,20259,49,491,Rumble,3391,51,1728,Qiyana,131604,51,662,Jhin,102175,56,337,Senna,74410,50,563,0
500,Darius,38618,-1,-1,JarvanIV,158986,50,1021,Zoe,74707,45,139,Zeri,207110,53,979,Lux,1140444,52,418,Gangplank,86315,51,817,Shaco,1603548,50,171,Ahri,119196,55,215,Kaisa,212987,51,459,Morgana,43883,48,365,0
501,Sett,67670,-1,-1,Rengar,143674,52,185,Fizz,172247,52,473,Jhin,31895,53,275,Lulu,151535,52,242,Riven,26752,50,694,Hecarim,9092,60,126,Gangplank,134503,50,171,Swain,63694,52,256,Morgana,21112,50,92,1
502,Fiora,52113,-1,-1,Amumu,2804,52,460,Viktor,69901,47,281,Jhin,103318,51,593,Janna,102252,53,309,Aatrox,840990,52,575,Trundle,64228,51,1189,Ahri,218042,50,275,Ezreal,292679,51,752,Teemo,116836,50,572,0
503,Jayce,96432,53,189,Vi,120339,50,260,Xerath,187611,53,417,Zeri,2130,49,166,Shaco,871213,50,828,Aatrox,840990,52,575,Kayn,344329,54,353,Senna,9734,-1,-1,MissFortune,133794,50,763,Vladimir,89613,50,572,1
504,Ornn,19215,-1,-1,Kayn,38932,51,321,Yasuo,119370,55,252,Jhin,63215,-1,-1,Leona,1143848,52,534,Gragas,123002,50,30,Belveth,31820,-1,-1,Vex,25070,50,478,Twitch,99999,53,493,Lulu,796634,52,647,0
505,Vladimir,72032,46,299,LeeSin,534162,53,539,Galio,15695,49,833,Jinx,42981,50,680,Senna,43271,59,148,Gangplank,64663,-1,-1,Poppy,68944,58,194,Ziggs,505609,50,731,Zeri,25435,49,357,Ashe,39337,52,422,0
506,Yone,29602,-1,-1,Graves,86148,46,114,Cassiopeia,158071,51,1013,Ezreal,12445,50,1362,Senna,25678,50,319,Gwen,44954,-1,-1,Poppy,68944,58,194,TwistedFate,79624,50,519,Jhin,87182,56,136,Nami,25228,59,148,0
507,Ornn,19215,-1,-1,Viego,127403,48,682,Leblanc,56697,55,310,Vayne,325337,50,1202,Ashe,12387,56,287,Camille,152280,54,193,Trundle,28552,50,576,Lissandra,50815,50,1227,Twitch,283551,50,634,Yuumi,148303,53,763,1
508,Udyr,9429,-1,-1,Jax,383067,56,257,Diana,13175,51,421,Caitlyn,1576780,50,2473,Urgot,261083,55,111,Kayle,49944,56,368,Veigar,2482055,50,776,MonkeyKing,60064,50,742,Twitch,725213,48,266,Nami,455171,49,523,1
509,Darius,281249,46,319,Lillia,6872,52,649,Yone,2078,53,382,Kaisa,511345,53,482,Karma,38415,51,546,MonkeyKing,25245,-1,-1,Mordekaiser,420303,52,494,Corki,30143,53,325,Zeri,33814,52,312,Bard,51254,48,451,0
510,Gangplank,64663,-1,-1,Kindred,53077,54,291,Azir,788304,52,591,Jhin,1319235,51,819,Velkoz,69187,55,107,Malphite,119529,49,1286,Viego,75674,51,895,Qiyana,52237,50,851,Yasuo,1228804,51,1391,Renata,38345,50,404,1
511,Gwen,44954,-1,-1,LeeSin,101813,51,839,Akshan,178856,50,851,Twitch,33625,-1,-1,Nautilus,10529,51,284,Teemo,59995,50,951,Trundle,463843,52,720,Annie,109084,-1,-1,Ashe,172119,51,819,Yuumi,41867,49,302,1
512,Heimerdinger,33597,53,203,LeeSin,43280,-1,-1,Qiyana,386354,52,252,Jhin,20916,52,537,Janna,1959511,47,276,Akali,5500,-1,-1,Shaco,708213,51,849,Garen,521835,54,961,Lucian,190457,50,630,Nami,44510,50,842,0
513,Camille,33777,-1,-1,Mordekaiser,104292,-1,-1,Yasuo,65347,50,738,Xayah,523084,48,347,Nautilus,77297,50,218,Gnar,25139,52,436,XinZhao,14722,54,299,Ahri,14350,58,256,Samira,293084,51,1538,Alistar,3127,-1,-1,0
514,Gangplank,64663,-1,-1,LeeSin,30887,-1,-1,Caitlyn,134561,48,341,Jhin,24414,51,457,Velkoz,32807,50,1167,Corki,39782,54,503,Warwick,214122,50,1578,Lux,236922,46,365,Ashe,77416,49,279,Brand,19349,49,588,0
515,Jax,15368,60,120,Nidalee,9483,53,64,Ryze,36241,49,533,Swain,349609,49,981,Nami,14071,52,225,Malphite,10526,-1,-1,Kayn,1448234,50,1578,TwistedFate,263434,-1,-1,Kaisa,45117,51,143,Sona,61178,44,32,1
516,Sett,96165,53,298,Nocturne,26090,52,568,Zed,608376,53,291,Vayne,446385,50,891,Morgana,3890,52,264,Gangplank,64663,-1,-1,Kayn,1448234,50,1578,Yasuo,551024,48,494,Karthus,90879,50,498,Lux,34098,49,524,0
517,Gwen,44954,-1,-1,LeeSin,158152,50,1094,Yasuo,4771938,51,456,Twitch,187896,57,314,Yuumi,1941710,51,932,Nasus,7031,46,57,Kayn,1457321,-1,-1,Yone,149768,54,254,Senna,52812,50,599,Nautilus,91637,49,711,0
518,Gangplank,16264,72,71,Talon,477554,49,354,Veigar,20755,55,289,Vayne,130573,51,96,Nami,127498,52,437,Lucian,28142,-1,-1,Diana,35171,54,124,Leblanc,28212,54,233,Jinx,27375,51,547,Nautilus,52506,-1,-1,0
519,Yorick,925556,-1,-1,Vi,384481,48,620,Gragas,1642055,50,302,Ziggs,35199,-1,-1,Senna,11414,52,787,Gangplank,64663,-1,-1,Viego,48651,50,1632,Akali,395791,51,431,Samira,87612,49,150,Leona,19169,50,301,1
520,Yone,28395,50,215,Viego,74368,48,351,Syndra,1687,54,79,Vayne,57085,55,105,Nami,19054,52,209,Gangplank,64663,-1,-1,Shyvana,132125,50,339,Ahri,19012,57,87,Samira,80135,50,505,Leona,78427,52,168,0
521,Nasus,166461,50,292,Karthus,10537,52,252,Veigar,122938,53,133,KogMaw,390934,51,915,Karma,50254,47,291,Gangplank,64663,-1,-1,Hecarim,128767,51,216,Ahri,27457,48,360,MissFortune,435094,50,546,Yuumi,28424,50,220,1
522,Gangplank,64663,-1,-1,Nocturne,8630,52,208,Swain,87902,49,847,Samira,100925,-1,-1,Morgana,3341,50,72,Kayle,22615,49,596,Volibear,36905,53,246,Akshan,22137,49,265,Twitch,668274,50,824,Lulu,61327,49,79,1
523,Aatrox,98096,50,285,Khazix,917032,47,296,Fizz,27983,52,544,Sivir,166514,49,474,Nautilus,130750,62,104,Gangplank,64663,-1,-1,Volibear,183785,55,145,Veigar,76238,52,256,Jhin,606720,52,238,Leona,70511,48,340,1
524,Illaoi,7105,50,431,Nocturne,35276,50,575,Malzahar,1645874,49,1878,Ezreal,33474,50,832,Soraka,33584,48,97,Gangplank,64663,-1,-1,Viego,153269,52,247,Ahri,36703,50,298,Lucian,118904,52,298,Leona,212252,53,704,0
525,Tryndamere,22080,53,282,Kayn,295499,54,104,Chogath,2487,50,641,Draven,1381567,-1,-1,Maokai,135684,48,233,Veigar,7195,-1,-1,LeeSin,84611,47,340,Urgot,224719,49,653,Lucian,113228,51,846,Nami,115656,47,286,0
526,Jax,59660,-1,-1,RekSai,736844,-1,-1,Viktor,509149,50,816,Vayne,18707,51,171,Twitch,391697,51,618,Darius,712648,50,333,Nunu,21200,47,186,Kaisa,13428,51,265,Jinx,1035753,51,791,Braum,7515,56,132,1
527,Zac,759,45,87,Nocturne,222848,51,704,Vladimir,587526,-1,-1,Jinx,49557,53,291,Lulu,5807,53,144,Gangplank,64663,-1,-1,Khazix,46941,54,385,Seraphine,16287,51,236,Caitlyn,36544,-1,-1,Morgana,22062,51,495,0
528,Gwen,44954,-1,-1,Viego,3085,51,78,Annie,266,30,43,Vayne,26072,-1,-1,Lux,1358481,-1,-1,Darius,5267,-1,-1,Taliyah,7919,49,91,Veigar,819,55,110,Caitlyn,14926,53,182,Janna,85871,39,76,0
529,Gangplank,64663,-1,-1,Shyvana,15883,50,460,Lissandra,3995,51,467,Samira,417483,51,663,Senna,124242,51,691,Sett,82531,51,506,Kayn,32585,49,127,Vex,11546,60,380,Lucian,42475,52,227,Leona,36116,53,410,1
530,Gangplank,64663,-1,-1,Udyr,2078731,56,310,Lulu,5350,54,274,Twitch,8564,-1,-1,Amumu,37719,51,738,Pantheon,38017,53,214,Kayn,75062,-1,-1,Rumble,5348,64,74,Ashe,195550,52,632,Senna,258358,53,559,1
531,Aatrox,13219,54,392,Poppy,47348,-1,-1,FiddleSticks,1998216,49,676,MissFortune,223907,53,317,Swain,330103,51,1192,Camille,36375,-1,-1,Kayn,333049,56,209,Veigar,105943,53,487,Ezreal,1783822,-1,-1,Soraka,1944,-1,-1,1
532,Camille,42056,51,182,Hecarim,19833,-1,-1,Xerath,15461,52,590,Jhin,291122,50,569,Karma,3733,-1,-1,Tryndamere,7629,52,243,RekSai,6586,52,720,Syndra,73918,52,348,Lucian,153877,52,601,Zyra,264711,51,713,0
533,Tryndamere,1443,46,134,Nocturne,22419,50,204,Yone,51302,52,301,Caitlyn,31556,49,101,Poppy,1590455,52,465,Garen,357521,51,1356,Kayn,1596,50,214,Ahri,8062,-1,-1,Xayah,9546,51,429,Brand,13671,48,240,1
534,Jayce,11285,50,618,Poppy,7230,51,899,Ekko,3528,46,78,Jinx,125625,51,431,Pyke,85225,50,1236,Shen,11931,-1,-1,MasterYi,25040,48,528,Vex,31003,52,318,Draven,1280197,49,679,Lux,61461,50,336,1
535,Diana,35100,52,322,Amumu,130097,51,280,Malzahar,54791,50,787,Jhin,331301,49,371,Brand,122370,53,124,Gwen,44954,-1,-1,Kindred,17647,49,244,Ekko,68982,48,343,Draven,72971,51,526,Nautilus,134709,50,380,1
536,Garen,20331,50,210,Shaco,583900,50,224,Annie,5470,-1,-1,Jinx,227614,51,350,Lulu,398306,-1,-1,Sett,67670,-1,-1,Rengar,36875,45,211,Ahri,79996,48,111,Ezreal,115798,47,395,Seraphine,35944,38,89,1
537,Gangplank,93100,50,248,Twitch,60098,40,151,Ahri,13799,46,202,Ezreal,48817,-1,-1,Lux,43065,51,1046,Ornn,19215,-1,-1,MasterYi,559383,53,509,Ekko,428598,50,639,Jinx,380360,51,548,Leona,1564059,57,77,0
538,Mordekaiser,53341,51,644,Shaco,2013378,49,534,Karma,57915,43,61,Twitch,134315,51,809,Amumu,104023,50,252,Aatrox,14694,-1,-1,Sylas,95191,48,158,Fizz,401149,49,413,Jinx,36526,54,156,Lux,43065,51,1046,1
539,Yorick,18034,49,463,Shaco,2013378,49,534,Veigar,78459,47,92,Jinx,1943107,49,1456,Renata,68639,51,1046,Gwen,44954,-1,-1,FiddleSticks,223923,50,939,Jayce,2113607,50,580,Zeri,127701,49,341,Morgana,271506,52,628,0
540,Sett,67670,-1,-1,Hecarim,13951,49,299,Diana,1467378,51,321,Twitch,92319,46,266,Sona,112795,52,253,Gangplank,953270,51,232,Rengar,42564,50,1632,Katarina,29727,51,495,Caitlyn,181516,53,202,Soraka,72854,44,170,1
541,Graves,20311,-1,-1,MasterYi,18026,58,101,Viktor,19702,54,184,Draven,140620,46,220,Renata,9716,-1,-1,Veigar,1324084,52,413,Kayn,257396,53,153,AurelionSol,21659,50,514,Samira,46735,46,266,Thresh,32250,49,109,1
542,Vayne,242560,-1,-1,Rammus,325944,51,426,Malzahar,5350,53,152,Sivir,70180,48,250,Amumu,21510,55,129,Malphite,119760,54,350,Kindred,11431,51,593,Viktor,118179,50,781,Seraphine,7063,-1,-1,Senna,54548,51,374,0
543,Shen,104649,58,238,Diana,39328,53,891,Malzahar,5350,53,152,MissFortune,200947,53,217,Pyke,3035184,50,608,Darius,1492019,52,601,XinZhao,6371,58,215,Xerath,401797,52,324,Ezreal,31013,57,141,Nami,80759,51,678,1
544,Riven,701250,53,371,Khazix,12332,54,81,Lissandra,72866,52,490,Nilah,150,53,152,Sona,19509,49,793,Mordekaiser,31141,50,232,Shaco,3718141,55,201,Irelia,24479,52,595,Veigar,1241,65,62,Pyke,141630,52,510,0
545,Renekton,10448,54,220,JarvanIV,57963,-1,-1,Kassadin,24462,52,805,Kaisa,588835,51,1048,Pyke,83818,53,127,Yone,2011,53,152,LeeSin,61417,51,1326,Ekko,1022370,52,467,Twitch,37700,52,456,Janna,249423,50,1157,1
546,Shen,14934,53,133,Nunu,33921,55,467,Ekko,2218286,49,587,Sivir,62958,58,171,Anivia,107772,52,472,Volibear,9102,53,152,Olaf,8529,52,262,Swain,6941,51,546,Tristana,622869,49,389,Nami,48731,53,480,1
547,MonkeyKing,17148,53,152,Diana,15830,51,665,Vex,6873,53,240,Ezreal,297150,50,455,Ashe,55084,57,189,Gangplank,142532,50,1572,Nocturne,114876,54,171,Veigar,7658,52,714,Lucian,234325,52,415,Nautilus,186497,52,153,0
548,Fiora,238458,48,375,LeeSin,114935,53,280,Vladimir,13213,53,158,Nilah,376,52,497,Pyke,320531,47,154,Garen,7735,48,195,Ekko,12115,53,152,Swain,5656,54,46,Fizz,177175,49,411,Seraphine,36054,52,484,0
549,Kayle,54556,52,348,Ivern,992287,53,662,Pantheon,97561,46,238,Jhin,156747,47,154,Ashe,115917,52,497,Darius,13700,53,152,Rammus,824246,53,614,Anivia,12424,54,46,Ezreal,70216,-1,-1,Yuumi,4271,49,148,0
550,Akali,203412,52,1257,Evelynn,16975,52,101,Shen,2489,55,128,KogMaw,12734,51,494,Taric,52372,58,197,Riven,14969,-1,-1,Diana,17642,53,152,Swain,5656,54,46,Twitch,20758,41,98,Rakan,22151,49,166,1
551,Katarina,930130,55,308,MonkeyKing,17148,53,152,Ahri,59038,54,46,Jinx,86592,56,170,Swain,183374,48,486,Kayle,673070,51,770,Karthus,9891,53,166,Qiyana,47429,-1,-1,Kaisa,155455,56,347,Sona,36114,51,446,0
552,Shen,47006,53,77,Khazix,58187,53,152,Swain,5656,54,46,MissFortune,10862,53,97,Twitch,13885,55,66,Nami,15601,43,35,Shaco,255313,49,138,Ahri,23438,59,27,Lucian,12524,55,31,Camille,334867,53,390,1
553,Teemo,1332828,51,786,Udyr,51186,52,724,Zed,51363,52,337,Ezreal,18938,42,165,Zac,525001,52,33,Yone,42456,51,244,Kayn,19749,53,152,Swain,5656,54,46,Sivir,2271,-1,-1,Soraka,1165,-1,-1,0
554,Aatrox,11001,53,152,Vi,2204358,52,722,Akali,87979,-1,-1,Senna,24264,55,195,Blitzcrank,12149,42,59,Camille,54918,54,944,Khazix,670195,52,374,Malzahar,1074620,51,908,Ashe,144912,54,109,Braum,37089,55,119,0
555,Fiora,780531,54,944,Thresh,168746,53,124,Kaisa,160492,53,397,Kalista,57054,50,411,Zac,60141,51,587,Volibear,9102,53,152,Hecarim,14899,55,195,Viktor,1227573,52,519,Lucian,151021,51,355,Renata,3948,57,325,1
556,Aatrox,82929,53,158,Ekko,183252,51,575,Jayce,12010,53,152,Aphelios,28615,49,39,Ryze,16875,45,182,Fiora,143414,49,372,MonkeyKing,7289,51,81,Corki,24175,56,75,Kaisa,769290,51,993,Thresh,25785,56,63,0
557,Shen,2233650,52,326,Ekko,149535,51,737,Yasuo,302452,48,416,Kalista,19122,47,220,Leona,4012,49,175,Aatrox,82929,53,158,Volibear,9102,53,152,Fizz,340077,48,530,Kaisa,4038,50,173,Alistar,27897,-1,-1,1
558,Darius,555689,51,337,Ekko,333371,44,68,Yone,12424,51,847,Kaisa,128458,51,594,FiddleSticks,1812176,-1,-1,Aatrox,82929,53,158,Khazix,58187,53,152,Corki,1023,52,587,Samira,88443,49,503,Rell,260102,51,320,0
559,Garen,990488,49,575,Evelynn,975746,49,391,Yone,105115,52,353,Karthus,47432,50,181,Pantheon,36640,58,369,Mordekaiser,76135,52,143,Khazix,58187,53,152,Akali,2403575,52,1699,Samira,7096,50,52,Rakan,542338,53,367,1
560,Darius,13700,53,152,Volibear,23901,53,553,Kassadin,339726,52,345,KogMaw,7295,55,316,Thresh,134642,49,611,Skarner,17025,49,187,Khazix,48291,50,404,Yone,21263,56,86,Zeri,8080,53,691,Ashe,28979,52,77,0
561,Shyvana,56931,53,553,Udyr,29747,50,596,Yone,20134,58,304,Jinx,422801,51,769,Janna,72984,52,360,Kayle,60546,49,75,Khazix,233661,52,71,Fizz,41409,53,152,Caitlyn,51273,47,105,Thresh,229177,54,196,1
562,Zed,1151702,51,997,Ekko,91045,49,376,Kennen,290172,50,322,Samira,95835,50,758,Nautilus,56523,52,460,Urgot,192753,59,203,Khazix,58187,53,152,Sylas,30105,53,60,Vayne,139720,49,415,Lulu,191215,52,579,1
563,Aatrox,333311,55,666,Khazix,58187,53,152,Veigar,17788,49,319,Seraphine,35674,50,415,Brand,6232,52,521,Graves,28328,50,670,Trundle,40541,51,618,Taliyah,57224,53,469,Sivir,179078,50,758,Zyra,1967864,50,301,1
564,Mordekaiser,38726,53,179,Viego,15826,-1,-1,Yone,11819,53,211,Veigar,26304,50,455,Rell,260102,51,320,Riven,1232517,56,171,Khazix,58187,53,152,Katarina,23813,54,388,Ashe,24245,50,233,Seraphine,152083,53,252,0
565,Mordekaiser,74247,49,207,Khazix,58187,53,152,Qiyana,164620,49,146,Lucian,76430,51,462,Pyke,28677,-1,-1,Gangplank,161330,47,471,Graves,57078,51,278,Taliyah,137344,49,173,Jhin,708844,48,205,Lux,114245,50,1070,1
566,MonkeyKing,179892,54,123,Diana,17642,53,152,Yasuo,5754,52,157,Samira,233023,55,326,Rell,1887,50,547,Azir,1889674,48,117,Zac,166863,49,120,Mordekaiser,30252,47,455,Twitch,18787,49,415,Teemo,144627,52,187,0
567,MonkeyKing,241,47,209,Lillia,121,53,152,Yasuo,278335,53,594,Ezreal,471085,55,195,Alistar,41454,50,244,Aatrox,464920,53,359,Rengar,440834,61,150,Akali,98112,50,380,MissFortune,282410,52,508,Swain,407052,53,510,0
568,TahmKench,74421,49,255,Volibear,9102,53,152,Gangplank,227670,48,467,MissFortune,17911,53,674,Thresh,174963,-1,-1,MonkeyKing,15510,59,224,Diana,1132103,51,1278,Yasuo,29773,52,586,Twitch,425596,47,276,Taric,7617,55,347,0
569,Chogath,37323,53,228,Khazix,58187,53,152,Irelia,211384,52,462,Jhin,635281,48,321,Sona,20216,53,239,Yone,273497,51,486,JarvanIV,1034,49,250,Anivia,377740,52,888,Zeri,18774,50,280,Yuumi,225892,53,295,0
570,Kayle,92706,50,194,Nocturne,201297,50,42,Ahri,63395,49,209,Ezreal,221970,48,492,Karma,35250,50,1070,Vladimir,34010,51,268,Volibear,9102,53,152,Yasuo,13805,55,87,Zeri,1855,49,335,Zyra,827702,50,431,0
571,Camille,146868,52,402,Volibear,9102,53,152,Syndra,190835,53,412,MissFortune,50603,50,642,Nautilus,39584,50,1171,Aatrox,239325,-1,-1,Warwick,25820,59,85,Veigar,954725,41,41,Aphelios,88113,52,112,Xerath,89847,51,136,1
