,blueTops,btmp,btwr,btt,blueJngs,bjmp,bjwr,bjt,blueMids,bmmp,bmwr,bmt,blueBots,bbmp,bbwr,bbt,blueSups,bsmp,bswr,bst,redTops,rtmp,rtwr,rtt,redJngs,rjmp,rjwr,rjt,redMids,rmmp,rmwr,rmt,redBots,rbmp,rbwr,rbt,redSups,rsmp,rswr,rst,winner
39,Sion,379667,51,47,Karthus,62262,45,206,Talon,24515,58,62,Jhin,29256,53,80,Alistar,27065,45,55,Riven,51516,37,115,FiddleSticks,15609,-1,-1,Aatrox,1737,38,55,Varus,25761,48,103,Soraka,53379,49,138,1
40,Renekton,305978,49,310,Graves,22939,49,242,Lissandra,20918,51,180,Draven,270224,-1,-1,Sona,1592709,-1,-1,Riven,51516,37,115,Nocturne,44934,51,668,Vladimir,64339,54,196,Ezreal,223866,51,672,Seraphine,13892,56,68,1
41,Riven,51516,37,115,FiddleSticks,2522075,55,95,Vladimir,1179210,50,962,Jinx,148115,-1,-1,Soraka,535735,52,789,Olaf,4466,51,315,Kayn,13724,57,134,Rumble,19862,56,78,Kaisa,429346,50,632,Leona,3250,51,548,1
42,Rengar,2916890,51,1048,Rammus,367141,48,157,Irelia,1555647,51,961,Tristana,68588,50,337,Rakan,39193,52,129,Riven,51516,37,115,Viego,111490,55,265,Vex,5599,-1,-1,Jhin,171053,50,761,Nautilus,426844,50,1641,0
43,Draven,285905,50,659,Shyvana,68222,-1,-1,Kayle,180165,50,2097,Ziggs,22140,-1,-1,Senna,79796,52,241,Riven,51516,37,115,XinZhao,85677,54,83,Lissandra,206660,56,536,Varus,317562,50,887,Leona,210992,50,474,0
44,Gwen,76207,50,921,Warwick,149799,50,393,Leblanc,26373,51,1010,Ashe,22908,49,565,Twitch,159803,53,271,Riven,51516,37,115,Talon,226108,53,331,Katarina,907866,-1,-1,Neeko,28057,53,338,Morgana,56651,53,519,0
45,Kennen,11993,51,490,Hecarim,7177,52,345,Yone,76912,55,204,Xayah,6081,37,115,Nautilus,82813,54,446,Camille,308516,50,748,Viego,5058,44,48,Corki,140695,54,84,Sivir,170617,50,801,Nami,117831,53,385,1
46,Sion,108086,56,57,Shyvana,31964,52,170,Veigar,37175,56,198,MissFortune,49343,49,644,Yuumi,40306,50,699,Riven,51516,37,115,Kayn,221649,50,80,Yone,76912,55,204,Xerath,6966,55,139,Maokai,31577,52,267,1
47,Kayle,12684,37,115,Viego,14888,57,99,Yone,76912,55,204,Ashe,329340,52,192,Renata,68019,51,739,Garen,389873,51,1298,Khazix,271508,52,892,Yasuo,48303,51,156,Vayne,21884,52,358,Zac,441161,45,279,1
48,Urgot,804891,-1,-1,Khazix,56971,52,755,Cassiopeia,561781,53,246,Lucian,57575,53,206,Nami,46941,62,82,Kayle,12684,37,115,Nocturne,27226,54,83,Akali,186665,51,688,Draven,1446058,57,144,Swain,182629,52,345,1
49,Kayle,589788,54,377,Nocturne,346,51,240,Katarina,519089,54,412,Jhin,6630,54,351,Ashe,12308,52,272,Nasus,304774,49,420,Udyr,788585,49,317,Viktor,77377,51,160,Varus,35184,49,129,Lulu,96746,50,744,0
50,Sett,38858,49,721,Khazix,37373,51,240,Akali,153593,54,412,Ashe,64340,50,468,FiddleSticks,211629,53,296,Ornn,46722,51,521,Skarner,10131,60,129,Annie,974332,51,580,Jhin,250001,52,632,Pyke,892127,51,945,1
51,Gangplank,3802,54,94,Graves,137434,51,240,Lissandra,454,49,129,Zeri,48193,53,845,Yuumi,151217,52,138,Shen,101452,60,317,Volibear,3632,48,46,Velkoz,271085,50,140,Lulu,1822,-1,-1,Kaisa,40062,50,28,0
52,Mordekaiser,81235,52,674,Viego,25910,50,709,Katarina,247840,-1,-1,Caitlyn,269638,51,1262,Sona,171030,51,631,Irelia,95360,53,198,Evelynn,32716,51,240,Sett,724223,50,500,Nilah,63498,52,638,Lux,254862,49,638,0
53,Shyvana,7279,50,345,Vi,130740,51,580,Qiyana,48999,51,219,Jinx,222177,50,1031,Janna,39533,50,119,Zed,2618308,-1,-1,Kayn,21701,51,240,Akali,66497,50,881,Jhin,55396,51,514,Bard,1638190,55,137,0
54,Sett,299127,50,345,FiddleSticks,558862,51,172,Swain,123325,-1,-1,Sivir,59502,50,1031,Nami,43871,51,136,Riven,398974,52,640,RekSai,57716,50,566,Gwen,127693,51,382,Jhin,8463,51,240,Senna,97226,48,94,1
55,Teemo,1439112,50,1637,Belveth,192847,51,1116,Pantheon,14993,53,204,Sivir,28765,41,246,Ashe,54317,51,353,Fiora,26805,52,423,Kayn,8027,60,110,Viktor,71155,-1,-1,Ezreal,17138,51,240,Pyke,5734,53,619,0
56,Sion,50702,50,775,MasterYi,1162068,51,1404,Orianna,28238,51,557,Kalista,15268,52,869,Nami,198345,55,304,Irelia,24185,51,43,Kayn,5684,53,149,Seraphine,5867,53,253,Draven,11415,51,240,Thresh,1062549,51,1291,1
57,Sion,47517,52,470,Volibear,92664,51,404,Galio,222131,50,321,Ezreal,17138,51,240,Alistar,54022,49,184,Lillia,43390,48,399,MasterYi,1162068,51,1404,Akali,515990,51,715,Kalista,15544,53,332,Soraka,111484,49,217,0
58,DrMundo,75721,54,131,Kindred,11702,53,91,Pantheon,36289,-1,-1,Jhin,8463,51,240,Seraphine,68748,54,284,Camille,17953,52,151,Volibear,15775,46,217,Swain,1197,52,156,Kaisa,2354,50,32,Rakan,18127,-1,-1,1
59,Shyvana,27828,50,239,MasterYi,1193392,52,642,Zilean,61941,51,646,Zeri,229424,50,1027,Senna,58376,50,296,Pantheon,268155,59,189,Volibear,41271,50,241,Velkoz,1069560,51,443,Lucian,8702,51,240,Ashe,22277,53,612,0
60,Gnar,706604,52,227,Kayn,410362,51,636,Diana,458038,55,75,Tristana,19721,52,607,Renata,13400,53,229,Chogath,28131,55,150,Kindred,24567,52,321,Akshan,13225,51,738,Vayne,2916,51,240,Braum,23878,54,253,0
61,DrMundo,42173,52,479,Graves,137434,51,240,Akali,534349,52,450,Draven,58288,52,607,Ashe,11529,52,561,Gangplank,73395,52,613,Udyr,12877,52,117,Veigar,56305,50,1651,Ezreal,712163,48,571,Soraka,1050126,47,562,1
62,DrMundo,23790,52,580,Hecarim,69885,50,431,Veigar,35512,49,166,Lucian,232568,51,787,Karma,268760,51,310,Lillia,12338,48,432,Kayn,140592,52,722,Yone,27776,48,409,Draven,11415,51,240,Thresh,1069300,-1,-1,1
63,Olaf,848929,57,294,Evelynn,2535432,50,2454,Akali,213545,51,224,Ezreal,173175,56,233,Taric,98137,52,279,Jayce,41504,54,283,Belveth,10420,51,84,Pantheon,1572,47,138,Vayne,2916,51,240,Sona,239280,51,513,1
64,Irelia,212903,49,553,Kayn,169285,52,181,TwistedFate,44915,50,838,Jhin,8463,51,240,Lulu,212459,49,55,Shen,54179,56,236,LeeSin,9267,52,438,Ahri,108234,51,167,MissFortune,42877,51,122,Senna,58188,51,265,0
65,Olaf,36559,54,255,Rammus,6232,48,449,Xerath,14044,50,353,Jhin,581358,51,832,Seraphine,80671,-1,-1,Rumble,4355,38,113,MonkeyKing,21152,49,507,TwistedFate,44915,50,838,Draven,11415,51,240,Senna,4147,43,161,1
66,Chogath,208676,53,704,Vi,42485,48,220,Corki,29212,54,158,Lucian,8702,51,240,Senna,23905,51,233,Riven,228039,49,619,Kayn,75835,53,597,Brand,805887,51,653,Kalista,6936,51,78,Thresh,9995,53,57,1
67,Teemo,176613,47,75,Udyr,1356,47,134,Yasuo,30742,53,161,Jhin,8463,51,240,Seraphine,289122,50,1149,Fiora,155338,47,273,Volibear,76041,52,312,Kassadin,59661,48,215,Kalista,67043,39,56,Zilean,124015,50,351,0
68,Jax,40383,52,311,Yorick,190694,53,170,Velkoz,77111,59,82,Ezreal,17138,51,240,Pyke,105816,51,2696,Irelia,5791,56,139,Jhin,38654,62,108,Gragas,186698,-1,-1,XinZhao,47323,51,415,Renata,151,53,64,1
69,Nasus,15932,53,560,MasterYi,541221,52,291,Sylas,22209,-1,-1,Jhin,8463,51,240,Braum,21792,59,139,Illaoi,11160,53,367,Kindred,6932,59,44,Velkoz,77111,59,82,Twitch,9367,52,75,Seraphine,50204,61,49,1
70,Aatrox,117575,51,663,MonkeyKing,16604,51,270,Zeri,67103,53,435,Vayne,2916,51,240,Senna,8468,59,94,Nasus,2138032,51,843,LeeSin,111984,59,44,Veigar,12788,51,535,Kalista,275874,50,813,Lux,24771,49,139,1
71,Garen,620272,51,254,Ekko,198678,51,717,Yone,49452,52,503,Ezreal,17138,51,240,Blitzcrank,2971,59,94,Mordekaiser,543019,56,244,Volibear,748531,60,126,Velkoz,69492,54,129,Lucian,6420,51,109,Karma,301873,55,135,0
72,Fiora,93803,50,1096,Zac,3085,51,653,Viktor,15710,50,284,Draven,11415,51,240,Xerath,25927,57,424,Sion,20700,53,87,Khazix,605904,51,786,Orianna,35110,-1,-1,Sona,77950,52,443,Varus,78909,48,95,0
73,Sion,33664,55,126,Nidalee,461,51,240,Ezreal,22080,50,838,Draven,12281,54,90,Thresh,1209877,49,232,Volibear,380352,50,536,Belveth,19630,53,754,Fizz,54466,52,161,Ashe,111135,50,195,Rakan,486155,51,594,0
74,Volibear,92655,-1,-1,JarvanIV,41840,51,711,Orianna,25786,50,838,Draven,11415,51,240,Brand,392896,52,374,Fiora,19424,50,830,Kayn,25709,51,516,AurelionSol,1169516,51,448,Jhin,7930,51,831,Ashe,26019,52,260,1
75,Gnar,37274,53,234,MonkeyKing,26354,54,279,Viktor,22547,55,108,Zeri,74928,49,624,Renata,15173,50,860,Volibear,28973,50,715,MasterYi,426410,50,824,Orianna,25786,50,838,Jhin,8463,51,240,Amumu,253889,53,428,1
76,Shen,174798,52,537,Rammus,404205,51,857,Rumble,740372,50,300,Aphelios,57175,51,684,Zyra,27438,55,109,Olaf,6712,52,479,LeeSin,69032,50,239,Orianna,19294,53,439,Jhin,8463,51,240,Seraphine,6483,52,534,1
77,Garen,848,58,248,MonkeyKing,28271,49,342,Corki,27905,51,506,Ezreal,17138,51,240,Rakan,553984,52,422,Akshan,43758,40,132,Rengar,1751201,52,408,Kassadin,478650,50,863,Lucian,884397,50,1739,Yuumi,288473,53,729,1
78,Gangplank,77666,58,117,Shyvana,34181,54,245,Veigar,16614,55,153,Caitlyn,141670,52,428,Soraka,34678,50,401,Darius,46655,45,362,Lillia,12187,51,240,TwistedFate,44915,50,838,Sivir,70852,50,195,Ashe,4499,56,114,1
79,TahmKench,24509,49,472,MasterYi,404470,51,383,Lucian,16908,50,68,Jhin,519886,49,563,Seraphine,64074,50,576,Irelia,10446,55,58,Nidalee,461,51,240,Katarina,519089,54,412,Caitlyn,925121,48,216,Morgana,9100,49,76,1
80,Trundle,6591,51,51,Yone,175901,53,352,Yasuo,275686,53,720,Vayne,119774,52,61,Morgana,52624,-1,-1,Garen,421289,44,99,Nidalee,199402,54,412,Sylas,10590,-1,-1,Draven,11415,51,240,Janna,35549,52,309,0
81,Olaf,19551,50,606,Nocturne,40705,51,156,Vladimir,209276,53,473,Jinx,38280,47,32,Janna,131779,51,73,Tryndamere,750344,50,109,Kayn,37085,54,412,Cassiopeia,270499,51,517,Jhin,8463,51,240,Morgana,25582,51,1151,0
82,Darius,113936,51,272,Diana,14674,51,240,Katarina,984356,49,619,Lucian,136066,49,407,Veigar,26417,50,531,Ornn,90642,61,175,LeeSin,311117,49,446,Lux,264724,54,629,Jhin,609824,51,603,Senna,6379,51,76,0
83,Mordekaiser,237370,61,148,Morgana,2560,51,240,TwistedFate,44915,50,838,Twitch,296993,50,597,Belveth,1666,51,823,Ornn,29149,55,99,Rengar,334075,51,480,Malzahar,126838,-1,-1,Jhin,102103,52,394,Brand,74931,48,787,0
84,Aatrox,1730191,50,699,Olaf,7764,51,240,TwistedFate,44915,50,838,Twitch,296993,50,597,Lux,172835,51,595,Garen,277814,57,190,Khazix,136325,51,500,Malzahar,47199,44,225,Ezreal,47593,48,767,Sona,227965,48,421,1
85,Yasuo,8263,52,67,Diana,14674,51,240,TwistedFate,44915,50,838,Aphelios,150111,55,222,Karma,41297,56,209,Quinn,2123430,51,1256,Mordekaiser,98900,49,107,Ahri,38012,52,431,Samira,268138,65,142,Sett,96804,45,74,1
86,Kayle,137828,65,117,Kindred,3831,51,240,Akshan,22818,52,314,Jhin,1022918,51,737,Shaco,2158787,52,356,Darius,716683,47,19,Warwick,1954423,51,447,Veigar,161391,65,34,Ashe,63299,63,81,Pyke,254750,46,136,1
87,Akshan,15500,48,606,Lillia,30329,-1,-1,Singed,931,54,325,Caitlyn,21430,52,258,Ashe,25832,51,557,Fiora,2965264,52,840,Nidalee,199402,54,412,Taric,107947,50,286,Lucian,8702,51,240,Pyke,233260,47,251,0
88,Ornn,14782,54,168,Hecarim,124603,54,412,Gragas,65876,51,73,Draven,11415,51,240,Ashe,114985,59,170,Malphite,39676,50,925,Trundle,39471,52,594,Fizz,1003314,46,225,KogMaw,4553,51,532,Renata,10499,51,569,1
89,Darius,129174,51,646,Khazix,521227,50,1187,Talon,22512,52,364,Tristana,112078,51,192,Pyke,330342,53,728,Ornn,4227,51,904,Hecarim,124603,54,412,Garen,37634,49,176,Kaisa,3684,51,240,Zilean,25331,52,241,1
90,Darius,151794,50,1031,Evelynn,310652,48,293,Viktor,72768,52,644,Caitlyn,92313,49,543,Sona,16678,55,123,Aatrox,279858,50,881,Kindred,3831,51,240,Lissandra,90097,50,1142,Ashe,245595,51,1326,Leona,6567,52,113,1
91,Olaf,39932,55,223,Diana,14674,51,240,Azir,1689764,51,790,Caitlyn,61556,52,792,Morgana,351318,50,155,Mordekaiser,56903,49,733,Nocturne,32579,-1,-1,Heimerdinger,1072376,49,349,Kaisa,38548,48,194,Soraka,50189,53,657,1
92,Mordekaiser,20538,51,152,Nocturne,12701,-1,-1,Yone,4387,53,232,Lucian,8702,51,240,Xerath,68332,50,400,Olaf,24420,46,207,Volibear,125425,50,1805,Kassadin,68356,54,353,Ashe,78370,-1,-1,Rakan,129397,50,1008,1
93,Quinn,72626,51,264,MasterYi,1252453,50,714,Veigar,172008,53,203,Ashe,207474,52,599,Yuumi,350556,45,153,Malphite,73194,49,349,Nidalee,199402,54,412,Irelia,72816,50,533,Jhin,8463,51,240,Pyke,786288,50,415,1
94,Illaoi,260,51,777,Diana,31570,54,412,Sylas,37424,49,882,Ezreal,17138,51,240,Pyke,352377,47,198,Volibear,32489,51,397,Kayn,43120,50,296,AurelionSol,177249,49,912,Jinx,235184,48,282,Janna,371650,52,66,0
95,Swain,42723,50,737,Kindred,3831,51,240,Taliyah,209176,-1,-1,Zeri,11153,51,609,Morgana,82609,56,355,Darius,370076,52,463,Kayn,68915,50,777,Orianna,126766,50,513,MissFortune,11074,50,248,Ashe,26257,51,355,0
96,Kayle,48224,45,179,Diana,14674,51,240,Yasuo,2118797,45,247,Jhin,411840,43,86,Soraka,428903,52,412,Darius,437142,49,290,Yone,3588,51,187,Taliyah,91459,46,137,Lucian,90511,54,112,Nami,103465,-1,-1,0
97,MonkeyKing,2268,81,36,Kayn,381906,52,42,Azir,1257422,51,489,Jinx,757275,46,152,Nami,99365,57,162,Darius,11460,48,437,Viego,151,51,490,Heimerdinger,1158041,54,393,Jhin,99182,48,54,Leona,148736,58,113,1
98,Gangplank,46372,51,490,MasterYi,9840,58,89,Galio,342041,54,393,Sivir,49993,58,76,Blitzcrank,83835,53,585,Fiora,214608,-1,-1,Viego,6969,69,124,Vex,34189,52,512,Vayne,272523,51,492,Seraphine,214847,50,1397,1
99,Shen,18208,59,111,MonkeyKing,15863,50,187,Akali,11570,57,291,Kalista,3932,55,53,Alistar,61830,48,138,Volibear,311423,51,490,Lillia,39588,50,44,Heimerdinger,1158041,54,393,Sivir,8993,47,214,Nasus,184,57,217,1
100,Volibear,104441,51,485,Kayn,54103,50,927,Fizz,332034,50,538,Zeri,77197,50,1344,Lulu,61023,59,236,Nasus,141123,51,490,Ekko,1204,47,133,Heimerdinger,1158041,54,393,Sivir,24723,49,778,Pyke,218894,47,234,1
101,Nasus,141123,51,490,Kayn,181165,51,717,Yasuo,400590,51,1738,Jhin,355308,54,435,Sona,221100,47,562,Aatrox,111577,56,252,Volibear,390355,50,313,Annie,50215,50,1112,Swain,1461,49,162,Zilean,6857,51,1236,0
102,Nasus,141123,51,490,Rengar,1427484,50,839,Qiyana,626867,51,837,Sivir,22928,56,165,Janna,876700,51,778,Khazix,30142,52,92,Shyvana,12758,48,271,Ahri,1695547,50,861,Caitlyn,220101,38,63,Senna,125626,51,790,1
103,Viktor,6738,51,490,Volibear,88659,53,112,Sett,1911740,51,1013,Twitch,22541,54,239,Pyke,177907,54,303,MonkeyKing,4835,55,86,Sejuani,44833,51,121,Talon,85482,53,296,Ezreal,366358,49,138,Xerath,60250,59,121,0
104,Nasus,141123,51,490,MasterYi,1424854,49,350,Swain,129262,52,1204,Caitlyn,71265,53,247,Lulu,2553,49,287,Ornn,14934,-1,-1,Khazix,31200,49,177,Ezreal,542290,51,833,Draven,224351,53,208,Renata,6775,50,2530,0
105,Nasus,141123,51,490,LeeSin,115093,51,184,Taliyah,41988,51,219,Zeri,11323,48,219,Twitch,29299,50,655,Jax,29015,52,389,Thresh,66501,54,575,Corki,103559,47,171,Kaisa,102610,56,61,JarvanIV,27879,50,304,1
106,Gwen,12184,57,77,Ezreal,12901,51,490,Akshan,10971,61,89,MasterYi,2037175,50,1801,Pantheon,1262,52,135,Jayce,98947,-1,-1,Hecarim,32136,47,245,Akali,65897,49,549,Tristana,424341,52,366,Leona,184993,47,562,1
