,blueTops,btmp,btwr,btt,blueJngs,bjmp,bjwr,bjt,blueMids,bmmp,bmwr,bmt,blueBots,bbmp,bbwr,bbt,blueSups,bsmp,bswr,bst,redTops,rtmp,rtwr,rtt,redJngs,rjmp,rjwr,rjt,redMids,rmmp,rmwr,rmt,redBots,rbmp,rbwr,rbt,redSups,rsmp,rswr,rst,winner
55,Volibear,149216,47,270,Khazix,1028048,52,483,Katarina,298713,54,204,Ezreal,46131,53,105,Nami,13000,43,176,Olaf,9093,51,636,Belveth,15714,50,489,Vladimir,1377913,50,369,Ashe,14110,49,422,Zilean,6399,52,353,1
56,DrMundo,30268,51,1727,Khazix,116284,51,446,Kennen,101662,54,204,Jhin,98735,52,181,Seraphine,158248,53,191,Heimerdinger,828605,40,191,Lillia,40296,50,501,Talon,137623,57,54,Twitch,20548,54,304,Bard,153265,48,94,1
57,Nasus,69972,54,102,Viego,109968,47,234,Katarina,489223,58,217,Ezreal,34180,52,253,Yuumi,44338,55,177,Poppy,14225,54,357,Zed,606414,59,233,Vladimir,77643,54,204,Kaisa,48294,53,197,Braum,60853,50,666,1
58,Sett,57774,51,323,Mordekaiser,45957,49,435,Yone,150755,52,358,Kaisa,75057,51,486,Seraphine,213417,50,561,Tryndamere,15463,52,966,Zac,59284,57,277,Katarina,298713,54,204,Jhin,64732,53,197,Lux,1082,50,200,1
59,Illaoi,1031306,52,562,Diana,39869,53,320,Yasuo,197904,49,283,Samira,41126,51,914,Pyke,201462,50,230,Tryndamere,15463,52,966,Hecarim,127383,50,139,Katarina,298713,54,204,Kalista,29251,53,197,Renata,45323,51,462,0
60,Chogath,46291,54,204,MonkeyKing,18655,51,154,Yasuo,174313,52,505,Caitlyn,461929,53,157,Renata,25986,53,197,Gangplank,9984,65,147,Kayn,151263,51,425,Brand,403338,53,1108,Tristana,20712,53,616,Janna,73265,57,238,1
61,Riven,368890,51,250,Rammus,209153,50,722,Katarina,298713,54,204,Twitch,584493,-1,-1,Senna,128794,51,438,Mordekaiser,82826,52,451,Volibear,12649,-1,-1,Rakan,1090154,57,171,Ezreal,36343,50,1706,MissFortune,77592,50,306,0
62,Gwen,81815,50,867,Udyr,1274442,52,798,Katarina,298713,54,204,Senna,7383,54,110,TahmKench,8940,50,610,MonkeyKing,60602,52,618,Belveth,47955,51,520,Kassadin,5529,57,598,Kaisa,52924,50,202,Zyra,162960,50,556,0
63,Olaf,1903582,51,590,Shaco,2816287,49,316,Vladimir,77643,54,204,MissFortune,37600,53,197,Nami,823395,48,254,Gangplank,307693,60,53,Viego,1618,50,421,Katarina,1268283,54,170,Vayne,12279,43,127,Thresh,1533316,49,384,1
64,Illaoi,1376414,-1,-1,Trundle,23403,58,102,Katarina,298713,54,204,Jinx,65661,53,197,Zilean,1250176,49,483,Yorick,554541,53,375,Diana,27354,43,46,Yasuo,60873,49,53,Jhin,127829,57,99,Yuumi,803088,49,959,0
65,Jayce,29836,48,261,Rammus,921,51,156,Katarina,298713,54,204,Jhin,64732,53,197,Bard,307174,55,107,Gangplank,134259,50,1051,Hecarim,172447,51,1249,Ekko,334173,53,442,Seraphine,154743,53,551,Zilean,1250176,49,483,1
66,Riven,1127697,53,470,Rengar,5920,58,251,Veigar,2482055,50,776,Draven,61982,51,534,Teemo,1371689,49,121,Yorick,1477805,49,1055,XinZhao,1453,46,160,Katarina,298713,54,204,Ezreal,77235,53,197,Pyke,85807,54,202,1
67,DrMundo,65437,50,1166,MonkeyKing,610268,48,217,Jhin,281831,49,161,Lissandra,30203,50,470,Zyra,29287,50,377,Chogath,46291,54,204,RekSai,974006,51,994,Ahri,22455,53,347,Zeri,3309,49,80,Janna,280500,47,273,1
68,Aatrox,20017,44,221,Evelynn,218677,52,368,Lux,102777,48,296,MissFortune,62867,56,519,Ashe,48049,50,508,Chogath,46291,54,204,FiddleSticks,1919776,51,354,Akshan,61347,49,473,Twitch,74659,51,650,Sona,179984,53,451,0
69,Gwen,3213,52,151,Nunu,13696,46,319,Graves,44135,49,364,Kled,627668,51,521,Senna,21882,47,232,Yorick,1084228,49,946,Trundle,64228,51,1184,Zoe,570115,52,793,Renata,25986,53,197,Ezreal,69828,54,204,0
70,Nasus,10236,53,279,Vi,4637,50,348,Lucian,29996,51,1162,MissFortune,62669,49,982,Thresh,81655,-1,-1,Aatrox,357740,49,388,MonkeyKing,167561,53,311,Katarina,298713,54,204,Kalista,29251,53,197,Blitzcrank,7834,52,516,0
71,Malphite,142082,52,181,Kayn,12310,53,240,Katarina,298713,54,204,Lucian,377219,54,224,Nami,5174,53,197,Yone,88884,49,388,Khazix,133023,51,506,Sylas,47535,50,1087,Tristana,168279,52,346,Pyke,841156,52,149,0
72,TahmKench,4042,51,807,Belveth,16446,49,166,Katarina,298713,54,204,Jhin,356204,54,156,Karma,22797,53,197,Olaf,375336,51,598,MonkeyKing,57538,52,525,AurelionSol,240904,54,428,MissFortune,60537,51,137,Seraphine,191413,52,95,0
73,Shyvana,27828,50,237,Warwick,119413,52,383,Corki,7664,51,177,Jinx,565411,39,72,Bard,491290,52,504,Fiora,144617,52,742,Volibear,9709,-1,-1,Katarina,298713,54,204,Draven,228194,54,229,Renata,25986,53,197,0
74,Rengar,108153,52,668,Lillia,50755,52,98,Katarina,298713,54,204,Lucian,51702,50,253,Poppy,1590280,52,463,Nasus,288786,49,1313,MonkeyKing,19645,50,326,Xerath,254945,68,81,Ezreal,26326,49,187,Leona,46911,55,366,0
75,Sion,27598,49,202,Nocturne,436220,47,420,Yasuo,637175,51,160,Seraphine,245903,-1,-1,Morgana,61270,48,583,Fiora,244758,51,579,Trundle,191773,-1,-1,Katarina,298713,54,204,Zeri,5383,52,335,Nautilus,11879,49,384,0
76,Azir,8880,52,335,MasterYi,13579,53,315,Graves,266722,48,730,Varus,150319,49,285,Senna,40415,51,267,Sett,104201,52,113,Volibear,76041,52,312,Katarina,298713,54,204,Ezreal,371559,50,496,Renata,25986,53,197,0
77,Volibear,905329,49,537,Nidalee,63478,50,902,Gangplank,78894,51,1873,Kaisa,188745,49,786,Renata,36135,50,529,Kayle,7119,51,296,XinZhao,917752,52,478,Katarina,298713,54,204,Samira,11855,49,205,Leona,15929,53,197,1
78,Sion,128535,50,882,JarvanIV,372921,47,149,Katarina,298713,54,204,Jhin,116799,50,1101,Soraka,39574,53,197,Volibear,905329,49,537,Belveth,18355,58,187,Akshan,86863,57,167,Xayah,93918,53,484,Lulu,53134,52,747,1
79,Sett,18942,71,108,Viego,43459,65,124,Veigar,1777693,51,579,Draven,2294549,-1,-1,Pyke,40186,-1,-1,Volibear,23763,52,483,Zac,33924,-1,-1,Katarina,298713,54,204,Ashe,11878,60,123,Renata,25986,53,197,0
80,Shen,561619,51,175,Elise,92580,53,164,Katarina,1719343,49,1051,MissFortune,50673,50,1308,Twitch,758662,49,754,Darius,136339,51,550,Shaco,332757,49,778,Diana,112698,54,204,Draven,2294549,-1,-1,Nautilus,25645,53,197,1
81,Aatrox,51420,51,446,Kayn,3021,51,273,Velkoz,90463,54,204,Jinx,22875,50,96,Yuumi,1468,50,1126,Belveth,27627,52,204,Nocturne,74013,46,162,Gragas,42513,52,89,Ezreal,105875,54,241,Rell,9290,56,158,0
82,Garen,2631345,50,1260,Maokai,59681,60,97,Katarina,367124,55,286,Ezreal,34660,44,159,Karma,47401,55,507,Tryndamere,876635,51,308,Graves,136266,54,283,Ahri,38733,54,204,Zeri,71370,-1,-1,Janna,19693,53,197,0
83,Kennen,101662,54,204,Udyr,2097024,52,754,Rumble,171446,51,374,Xayah,36735,50,121,Soraka,39574,53,197,Gwen,24215,52,585,FiddleSticks,3098,51,445,XinZhao,5128,50,877,Draven,163074,-1,-1,Leona,9716,52,486,1
84,Sett,40650,46,185,Zac,7377,47,350,Zilean,745946,51,203,Ezreal,113297,-1,-1,Zyra,787190,51,418,Olaf,5778,47,79,Lillia,3651,52,512,Velkoz,90463,54,204,Senna,46512,51,298,Karma,25129,57,223,1
85,Tryndamere,2378486,51,3372,Sejuani,113048,52,334,Velkoz,90463,54,204,Zeri,30150,50,1179,Senna,65083,51,344,Singed,107867,50,1870,Amumu,5073,52,112,Ornn,15163,48,155,Ezreal,270352,45,165,Bard,91472,50,393,1
86,Gangplank,573671,51,1063,Graves,135788,49,381,Veigar,277133,44,136,Xayah,60624,49,420,Thresh,253243,50,193,Chogath,46291,54,204,Diana,4581,-1,-1,KogMaw,45977,-1,-1,Jinx,122151,53,176,Lulu,18141,53,197,0
87,Fiora,231364,52,317,Graves,1069,48,533,Katarina,298713,54,204,Jhin,136548,54,78,Janna,19693,53,197,Aatrox,67903,51,59,Kayn,4820,-1,-1,Malphite,23865,49,279,Ezreal,103547,50,868,Ashe,11367,51,669,1
88,Darius,431544,50,412,Belveth,1744,48,533,Sylas,58829,50,395,Jhin,46685,59,103,Ashe,68505,50,524,Aatrox,105515,51,293,Kayn,32066,50,838,Velkoz,90463,54,204,Varus,15675,52,604,Renata,25986,53,197,1
89,Quinn,211185,56,130,Belveth,3615,-1,-1,Katarina,298713,54,204,Jinx,2985455,51,1155,Renata,25986,53,197,Fiora,73167,48,495,Poppy,365289,52,439,Fizz,137374,-1,-1,Jhin,375493,51,491,Nautilus,9267,53,76,1
90,MonkeyKing,213236,51,94,Rammus,87236,51,1071,Akali,26671,53,196,Ezreal,3965,42,96,Nami,153815,53,368,Yone,392477,50,357,LeeSin,103403,51,897,Katarina,298713,54,204,Samira,62406,51,273,Morgana,242332,48,696,1
91,Katarina,298713,54,204,Udyr,2807006,50,483,Yone,84493,50,1424,Jhin,95534,51,191,Seraphine,167013,49,1018,Kayle,1101,38,29,Kayn,23929,57,196,Zoe,1941608,51,1236,Ashe,139643,50,397,Yuumi,70797,55,285,0
92,Fiora,331734,53,311,Ekko,199243,49,692,Katarina,298713,54,204,Lucian,339348,52,472,Nami,5174,53,197,Tryndamere,105700,50,675,Nunu,393081,59,123,TwistedFate,585222,51,233,Varus,45627,53,309,Ashe,30313,51,271,1
93,Gangplank,665604,51,319,Belveth,14058,49,495,Katarina,298713,54,204,Lucian,14961,50,1179,Renata,25986,53,197,Galio,61734,51,549,Viego,47979,54,321,Vladimir,1368730,52,855,Twitch,36424,50,1036,Brand,51081,62,211,0
94,Quinn,1561799,49,267,MasterYi,1740206,51,690,Sylas,214828,49,676,Lucian,151183,-1,-1,Nami,58604,51,76,Malphite,4089,54,59,Graves,147269,53,292,Katarina,298713,54,204,Zeri,18494,-1,-1,Karma,22797,53,197,0
95,Sett,27456,52,270,Olaf,37154,48,254,Katarina,298713,54,204,Twitch,193372,52,361,Renata,25986,53,197,Akali,203253,48,261,Volibear,9230,45,22,Malzahar,14937,50,212,Samira,3941,55,143,Taric,13152,55,143,1
96,Riven,742363,53,331,Viego,4225,50,152,Katarina,298713,54,204,KogMaw,54800,53,296,Thresh,102920,53,197,Darius,470784,-1,-1,JarvanIV,62396,52,801,Ekko,57046,52,558,MissFortune,111811,51,314,Leona,544897,51,850,1
97,Shen,41003,-1,-1,XinZhao,22054,47,357,Katarina,298713,54,204,Jinx,303112,48,349,Renata,25986,53,197,Darius,274338,-1,-1,Kindred,140967,56,206,Lissandra,7693,49,385,MissFortune,31791,51,274,Seraphine,186087,49,976,0
98,Darius,274338,-1,-1,Shyvana,119456,49,434,Katarina,299843,54,204,Ziggs,3223,52,874,Renata,25986,53,197,Riven,180490,50,249,MonkeyKing,14754,47,328,Zoe,129162,54,85,Jhin,19312,53,340,Nami,183661,67,42,1
99,Darius,214999,50,711,Taliyah,4226,52,787,Katarina,299843,54,204,Aphelios,177009,50,1567,Thresh,102920,53,197,Gangplank,23103,64,174,MonkeyKing,17898,59,83,Qiyana,65484,52,338,Caitlyn,18824,54,206,Lux,7563,56,113,0
100,Sion,2311598,50,923,Shyvana,34982,52,230,Katarina,299843,54,204,Jhin,321248,53,348,Zilean,20176,53,197,MonkeyKing,235759,51,51,Rengar,15174,60,94,Fizz,41849,-1,-1,Ezreal,79413,47,140,Karma,1449,60,94,1
101,Gangplank,56319,45,146,JarvanIV,71949,52,564,Lissandra,158406,50,517,Kaisa,102809,50,874,Braum,83857,52,312,Urgot,219334,49,370,LeeSin,88373,49,677,Katarina,299843,54,204,Samira,5872,50,144,Renata,25986,53,197,0
102,Shen,195732,55,296,Vi,12245,51,373,Vex,292389,53,647,Jhin,52632,52,495,Zilean,10786,48,298,Illaoi,43771,51,627,Nocturne,777061,51,995,Velkoz,90463,54,204,Kaisa,63122,51,1008,Nautilus,25645,53,197,0
103,Graves,75033,51,480,Zac,261544,49,472,Katarina,299843,54,204,Jhin,90737,49,342,Zilean,20176,53,197,Fiora,61808,-1,-1,Taliyah,9439,50,334,Ahri,71826,53,387,Twitch,69755,52,425,Seraphine,112759,50,1161,1
104,Olaf,46761,-1,-1,Karthus,5449,57,96,Rumble,87661,54,127,Lucian,321256,51,296,Senna,71884,54,295,Nasus,219269,49,132,Skarner,2805083,49,670,Katarina,299843,54,204,Ashe,12766,60,147,Lulu,18141,53,197,0
105,Volibear,62064,49,277,Kayn,104963,51,839,Syndra,26800,51,383,Samira,213938,51,210,Zac,192560,52,180,Graves,5617,55,392,Trundle,46967,50,584,Taliyah,37566,54,204,Lucian,15335,52,312,Karma,22797,53,197,1
106,Aatrox,11178,46,132,XinZhao,48450,47,239,Velkoz,90463,54,204,Twitch,140587,48,606,Renata,25986,53,197,Olaf,19683,49,237,Shyvana,94419,47,335,Qiyana,3569,61,41,Swain,16462,48,219,Nautilus,468025,50,237,0
107,Sett,37813,52,226,MasterYi,2924,50,105,Vladimir,23235,50,266,Tristana,1253,53,263,Nautilus,30485,46,39,Darius,314129,52,739,Viego,4563,49,136,Katarina,299843,54,205,Ezreal,227224,50,871,Renata,25986,53,198,0
108,Jax,578143,54,659,Warwick,61467,52,240,Katarina,299843,54,205,Ezreal,171330,52,553,Renata,25986,53,198,Renekton,37075,55,210,Kayn,282345,51,505,Ekko,9498,47,409,Jhin,187101,51,417,Lux,42716,51,253,1
109,Riven,1360,35,86,Viego,7858,50,442,Kassadin,9511,50,184,Aphelios,151,53,374,Sona,20764,50,825,Singed,39346,50,413,Udyr,152333,-1,-1,Katarina,299843,54,205,Caitlyn,24029,50,326,Renata,25986,53,198,0
110,Mordekaiser,8079,52,188,Diana,112698,54,205,Yasuo,1369808,51,404,Draven,636122,-1,-1,Renata,25986,53,198,Sett,103809,50,453,JarvanIV,139214,47,105,Sylas,56701,52,825,Lucian,46153,50,692,Karma,242135,-1,-1,1
111,Garen,87342,51,409,Kayn,268125,52,1012,Vladimir,155886,-1,-1,Tristana,111957,45,168,Pyke,33830,56,150,Mordekaiser,27082,53,198,LeeSin,57110,46,82,Velkoz,90463,54,205,Sona,57881,52,479,Jhin,847453,49,1190,0
112,Yone,245573,-1,-1,Viego,22298,48,837,Ekko,17560,52,233,Caitlyn,266736,45,168,Yuumi,9476,56,150,MonkeyKing,10127,53,198,Elise,22626,49,780,Katarina,299843,54,205,Zeri,265874,-1,-1,Lulu,70217,60,111,0
113,MonkeyKing,10127,53,198,Shaco,1309887,50,815,Katarina,299843,54,205,Ezreal,501944,49,520,Renata,6100,51,284,Vayne,116274,52,456,Khazix,65465,52,770,Zac,6284,50,567,Jhin,50773,53,247,Yuumi,45062,49,1505,1
114,MonkeyKing,10127,53,198,Shaco,1309887,50,815,Xerath,17620,54,205,Lucian,268041,-1,-1,Sona,424014,50,329,Garen,10357,54,432,Viego,283612,52,279,Cassiopeia,655337,-1,-1,Tristana,94416,50,484,Morgana,129652,49,845,1
115,Darius,42909,49,179,LeeSin,632193,49,532,Anivia,56847,50,270,Yasuo,7530,52,63,Senna,16660,49,333,MonkeyKing,10127,53,198,Graves,294791,51,664,Katarina,299843,54,205,Lucian,54670,49,131,Sona,3495,50,505,1
116,Mordekaiser,4736,48,422,Graves,27067,49,958,Qiyana,126070,50,390,Veigar,89665,51,400,Senna,54501,51,1452,Aatrox,26697,53,198,LeeSin,47387,56,226,Katarina,299843,54,205,MissFortune,60395,50,262,Nidalee,862791,52,584,0
117,Yorick,1501617,54,250,Viego,50074,-1,-1,Anivia,157087,51,597,Jhin,111441,52,367,Leona,137269,54,370,Mordekaiser,27082,53,198,Talon,65988,49,235,Katarina,299843,54,205,MissFortune,132415,53,134,Morgana,15029,56,216,0
118,Sion,49098,48,513,Nocturne,10381,49,624,Pantheon,18823,51,353,Kalista,3900,51,532,Neeko,34917,53,314,Jax,29298,53,198,Rengar,37138,-1,-1,Ahri,38733,54,205,Vayne,389069,52,124,Nami,244131,56,220,1
119,Volibear,2215736,50,161,Aatrox,26697,53,198,Katarina,299843,54,205,Ezreal,123725,50,327,Zilean,34861,53,167,Ornn,29212,53,43,Nunu,499279,51,568,Gwen,110895,49,191,Kaisa,196335,49,704,Janna,8754,55,295,1
120,Jayce,25429,50,148,LeeSin,155412,51,1316,Leblanc,768191,49,190,Kalista,9503,60,62,Pyke,25862,50,970,Mordekaiser,27082,53,198,Rammus,21743,49,87,Katarina,299843,54,205,Ziggs,59342,55,207,Zilean,74356,51,182,1
121,Gangplank,60035,53,198,Graves,133981,51,446,Katarina,299843,54,205,Jhin,891962,-1,-1,Senna,419853,53,606,Ornn,125214,47,419,Nocturne,67698,49,522,Lissandra,400829,51,744,Jinx,522844,49,879,Lux,143844,49,482,0
122,Rumble,15066,50,377,Kindred,2095,47,114,Katarina,93829,-1,-1,Jinx,239022,50,977,Lulu,120087,51,889,Mordekaiser,28791,-1,-1,LeeSin,118031,49,73,Diana,112698,54,205,Jhin,27124,50,145,Bard,37315,48,130,0
123,Yone,66767,53,83,Volibear,14308,49,73,Ahri,38733,54,205,Lucian,12793,51,366,Nami,24372,-1,-1,Sett,714844,50,729,Kayn,47852,69,48,Akshan,6435,55,89,Ezreal,188304,-1,-1,Swain,65141,49,239,0
124,Ornn,10957,-1,-1,Viego,10397,50,26,Varus,3615,38,40,Draven,128818,47,219,Thresh,140,55,85,Kennen,101662,54,205,Volibear,14308,49,73,Lucian,2963,49,228,Vayne,181335,-1,-1,Zilean,1802,66,29,0
125,Garen,87370,54,220,LeeSin,118031,49,73,Katarina,299843,54,205,Lux,213694,44,100,Maokai,19489,47,73,Riven,13584,43,110,Kayn,161681,54,302,Leblanc,13734,52,478,Twitch,70583,47,167,Blitzcrank,13587,49,145,1
126,Chogath,46291,54,205,Viego,9763,49,73,Talon,278204,54,290,Ezreal,16792,54,173,Velkoz,80816,48,86,Gwen,9741,53,107,Khazix,27996,52,95,Sylas,84457,47,398,Pyke,483182,51,213,Janna,97656,53,60,1
127,Darius,419390,51,1070,Nunu,141049,51,602,Swain,879168,51,390,Sivir,190387,53,720,Zilean,32532,-1,-1,Sion,23483,53,198,Diana,112698,54,205,Zoe,33153,52,117,Jhin,5610,50,762,Nami,85213,-1,-1,1
128,Sett,15852,57,124,Viego,22502,51,400,Karma,34985,-1,-1,Lucian,11387,51,283,Taric,358739,48,290,Sion,23483,53,198,Evelynn,72756,51,602,Katarina,299843,54,205,Samira,73299,54,112,Nautilus,104466,48,224,0
129,Aatrox,123109,49,304,Kayn,12363,45,139,Kayle,334975,53,427,Sivir,75747,54,471,Zyra,444764,48,751,Sion,23483,53,198,Vi,176357,51,602,Katarina,299843,54,205,Jhin,154535,50,540,Lux,217954,38,89,0
130,Sion,23483,53,198,Ekko,340159,56,153,Katarina,299843,54,205,Sivir,45626,49,686,Morgana,57424,50,310,MonkeyKing,70360,53,294,Evelynn,94954,57,182,Akali,28848,49,457,Pyke,75197,54,212,Nami,470673,52,209,0
131,Garen,4566,-1,-1,Warwick,104062,51,208,Katarina,305888,58,146,Jinx,53516,48,440,Nami,140596,50,711,Sion,23483,53,198,Graves,267493,49,882,Diana,112698,54,205,Vayne,117265,48,243,Yuumi,7845,49,998,1
132,Quinn,1708,53,198,LeeSin,134510,53,285,Leblanc,34620,54,205,Jinx,34032,-1,-1,Seraphine,17577,51,437,Camille,181635,51,566,Rengar,193037,50,749,Senna,85190,49,560,Lucian,167045,52,960,Nami,1684035,52,648,0
133,Sion,23483,53,198,Ekko,730485,51,1422,Ahri,38733,54,205,Akshan,22746,52,960,Nami,1684035,52,648,Volibear,203315,50,504,Graves,153752,47,293,Yone,153990,49,619,Xayah,13078,53,414,Pyke,260178,54,163,1
134,Quinn,1708,53,198,Karthus,12369,51,277,Ahri,38733,54,205,Draven,1573078,52,960,Nami,1684035,52,648,Gragas,8781,49,377,Zed,1009915,52,521,Xerath,15761,-1,-1,Lucian,84730,51,533,Renata,8023,49,493,1
135,Darius,95909,55,105,Swain,34302,-1,-1,Sylas,312520,51,1002,Lucian,48051,50,1017,Shyvana,22093,49,278,Sion,23483,53,198,Khazix,102454,54,205,Kassadin,109266,52,182,Xayah,55226,49,230,Nami,138817,50,195,1
136,Aatrox,86888,53,161,Nidalee,186358,-1,-1,Leblanc,43251,-1,-1,MissFortune,42771,51,378,Ashe,727950,50,641,Sion,23483,53,198,Ekko,34818,55,398,Katarina,299843,54,205,Jinx,22479,51,666,Leona,41670,56,162,1
137,Sion,23483,53,198,Nidalee,15491,49,339,Katarina,299843,54,205,Ezreal,46195,50,530,Nautilus,1024053,50,554,Sett,367816,-1,-1,Ivern,60373,51,993,Syndra,257682,54,255,Caitlyn,71416,50,382,Karma,54723,52,364,1
138,Aatrox,138268,-1,-1,Rengar,90233,50,759,Varus,24182,52,171,Twitch,106983,47,359,Senna,199450,48,212,Sion,23483,53,198,Diana,11028,57,238,Katarina,299843,54,205,Xayah,70467,53,191,Vex,135603,49,651,0
139,Sion,23483,53,198,Kayn,93446,49,520,Katarina,299843,54,205,Ezreal,43649,54,97,Annie,26855,68,22,Yone,6577,52,259,MasterYi,1359575,50,609,Yasuo,259991,23,22,Kaisa,105433,49,194,Zyra,38324,52,1249,0
140,Teemo,1665967,50,1104,Kayn,31593,51,475,Ryze,45676,49,172,Kalista,297848,50,469,Seraphine,23747,48,209,Ornn,51941,53,198,Lillia,33846,54,362,Katarina,299843,54,205,Vayne,97805,50,417,Yuumi,584096,53,553,0
141,Sion,23483,53,198,Nocturne,217183,-1,-1,Katarina,299843,54,205,Lucian,218513,51,952,Xerath,60815,52,207,Darius,51805,-1,-1,Khazix,222888,53,189,Veigar,2181,49,142,Aphelios,23198,50,553,Nautilus,31601,50,222,1
142,Jax,1441,53,211,Nocturne,72178,-1,-1,Veigar,34700,51,567,Zeri,16150,51,265,Yuumi,1283892,48,146,Sion,23483,53,198,Mordekaiser,10188,47,359,Katarina,299843,54,205,Vayne,25381,53,205,Karma,107963,51,674,1
143,Sion,23483,53,198,Trundle,32739,52,570,Katarina,299843,54,205,Xayah,62314,50,2070,Vex,135603,49,651,Ornn,234802,51,89,Graves,6299,51,243,Lissandra,24271,50,483,Twitch,77173,50,378,Sona,486291,47,204,1
144,Darius,155964,47,377,Viego,17329,49,370,Fizz,3679,52,347,Kaisa,769290,51,990,Morgana,74851,-1,-1,Fiora,822696,54,157,FiddleSticks,611282,51,1020,Katarina,299843,54,205,Ashe,108963,50,492,Senna,19164,53,198,0
145,Sett,8955,52,186,Darius,50272,50,407,Sejuani,372962,52,415,Jinx,141025,46,129,Blitzcrank,446025,-1,-1,Sion,23483,53,198,Graves,72454,56,193,Katarina,299843,54,205,Twitch,18401,52,719,Lulu,78570,55,168,1
146,Sion,23483,53,198,Volibear,17812,46,138,Ahri,38733,54,205,Lucian,61868,50,408,Nautilus,129769,50,366,Swain,15120,42,73,Vi,55618,48,288,Fizz,26143,48,358,Kaisa,28085,51,770,Lulu,36613,52,399,1
147,Chogath,46291,54,205,LeeSin,349785,53,198,Yasuo,20215,-1,-1,Lucian,76045,51,410,Rumble,49749,50,318,Kled,11991,54,48,Graves,3216,54,61,Veigar,66211,48,105,Jinx,50248,43,46,Senna,2345,43,70,1
148,Fiora,4615,52,62,Kayn,29047,52,263,Kennen,101662,54,205,Jinx,65661,53,198,Thresh,6372,50,773,Sett,84810,51,724,Graves,106746,50,425,Yone,32655,54,84,Kaisa,40103,50,10,Soraka,218453,-1,-1,0
149,Camille,32811,52,538,Diana,9300,-1,-1,Lissandra,7507,48,168,KogMaw,14655,53,275,Nautilus,75264,51,309,Yasuo,2117,51,1138,Shaco,71501,50,805,Kennen,101662,54,205,Vayne,23033,49,773,Morgana,43922,53,198,1
150,Rumble,2789,48,315,JarvanIV,14836,50,250,Zed,417992,-1,-1,Sivir,107382,49,1056,Ezreal,84457,49,2125,Shen,43800,51,603,Kayle,338110,51,1138,Katarina,299843,54,205,Twitch,24956,50,935,Renata,25986,53,198,1
151,Kennen,18732,51,105,Shyvana,12607,53,198,Ahri,38733,54,205,Draven,171512,-1,-1,Bard,175567,50,420,Gnar,70958,49,602,MasterYi,425272,50,393,Kassadin,1234245,50,1218,Vayne,67337,52,286,Lulu,117752,52,326,0
152,Singed,120800,52,417,Poppy,11542,53,198,Katarina,299843,54,205,Xayah,43374,51,708,Shaco,290839,54,620,Kayle,34182,53,596,Ekko,15185,54,636,TwistedFate,356059,48,536,Tristana,82944,51,179,Pantheon,29586,49,799,0
153,Nasus,29594,45,141,Nocturne,390431,50,615,Yone,11013,-1,-1,Kaisa,71214,42,157,Lux,515553,55,119,Kalista,212775,51,903,RekSai,19017,53,198,Katarina,299843,54,205,Samira,63103,51,211,Zyra,21111,53,220,0
154,Shen,19436,-1,-1,RekSai,19017,53,198,Katarina,299843,54,205,Jinx,11104,42,157,Lulu,405989,55,119,Camille,23898,51,142,Rengar,1119594,50,846,Ekko,175893,51,1461,Zeri,32967,50,537,Thresh,72206,51,418,1
155,Irelia,464954,52,435,MasterYi,62406,52,256,Leblanc,34620,54,205,Draven,797059,51,483,Nautilus,25645,53,198,Sett,275349,50,487,JarvanIV,37612,50,426,Ahri,72462,51,583,Kaisa,59985,50,886,Brand,56159,52,219,0
156,Aatrox,122863,53,227,Nocturne,19438,45,227,Alistar,122190,-1,-1,Lucian,1016128,52,668,Nautilus,34824,51,988,Camille,13950,50,300,Nunu,753221,51,957,Katarina,299843,54,205,Caitlyn,38457,-1,-1,Renata,25986,53,198,0
157,Gragas,3889,57,184,Shyvana,52341,-1,-1,Ornn,8656,-1,-1,Jinx,67430,52,291,Zyra,23735,56,288,Gangplank,263277,50,491,Kayn,226692,49,468,Katarina,299843,54,205,Zeri,80845,50,720,Janna,19693,53,198,1
158,Teemo,115881,47,298,Poppy,569295,48,244,Irelia,186135,48,128,Kaisa,96749,60,151,Blitzcrank,34503,48,415,Gangplank,409300,57,184,Amumu,42674,50,598,Katarina,299843,54,205,Vayne,1261719,48,528,Renata,25986,53,198,0
159,Sett,107489,-1,-1,Nocturne,9757,49,337,Vex,168623,50,492,Caitlyn,108968,-1,-1,Senna,692871,51,527,Kayle,311336,51,634,MasterYi,32926,51,698,Ahri,38733,54,205,Kaisa,65958,52,697,Renata,25986,53,198,1
160,Nasus,190237,-1,-1,Udyr,831990,53,377,Zilean,41924,51,602,Draven,922571,50,538,Alistar,23019,49,437,Singed,733838,43,131,Rengar,2091056,50,378,Katarina,299843,54,205,MissFortune,89164,52,1096,Blitzcrank,368,-1,-1,1
161,Kayle,41374,51,908,Shyvana,235390,51,538,Kassadin,172112,52,518,Ashe,42907,-1,-1,Sona,253561,48,446,DrMundo,62390,52,146,Viego,2406,50,76,Katarina,299843,54,205,Ezreal,161021,49,392,Renata,25986,53,198,0
162,Aatrox,244319,54,307,Volibear,13561,56,66,Sylas,202959,50,698,Jinx,5508,40,77,Seraphine,6452,47,152,Nasus,39155,55,117,Vi,55324,49,681,Katarina,299843,54,205,Jhin,157176,49,413,Senna,19164,53,198,0
