,blueTops,btmp,btwr,btt,blueJngs,bjmp,bjwr,bjt,blueMids,bmmp,bmwr,bmt,blueBots,bbmp,bbwr,bbt,blueSups,bsmp,bswr,bst,redTops,rtmp,rtwr,rtt,redJngs,rjmp,rjwr,rjt,redMids,rmmp,rmwr,rmt,redBots,rbmp,rbwr,rbt,redSups,rsmp,rswr,rst,winner
222,Gnar,46337,53,163,MonkeyKing,104499,47,277,Vladimir,248150,54,343,Jhin,557713,49,611,Yuumi,167791,50,608,Aatrox,52921,38,86,JarvanIV,21944,50,727,Taliyah,186435,53,55,Tristana,42739,52,86,Rakan,1957,55,67,1
223,Mordekaiser,55926,52,436,MonkeyKing,104499,47,277,Ekko,5396,52,350,Nilah,2188,52,447,Braum,9323,56,195,Olaf,12151,-1,-1,Belveth,8983,51,877,Fizz,177175,49,411,Sivir,64228,-1,-1,Pyke,1937,53,247,0
224,Mordekaiser,37146,47,74,Volibear,16415,49,260,Xerath,9328,57,98,Ezreal,26618,55,22,Janna,28578,55,102,Camille,106949,47,277,Kindred,27415,50,581,Lissandra,6563,50,94,Tristana,18734,55,303,Taric,5669,63,119,1
225,Aatrox,215121,47,277,Shaco,517281,52,359,Lissandra,6563,50,94,Ashe,147668,50,663,Sona,96965,48,260,Shen,75174,54,505,Zac,77998,48,762,Shyvana,453022,49,696,Tristana,231391,50,464,Xerath,372576,51,795,0
226,Illaoi,96090,52,237,Elise,27102,56,155,Fizz,775464,48,246,Ashe,39956,49,487,Zyra,164364,52,698,MonkeyKing,104499,47,277,Evelynn,905208,-1,-1,Vex,19794,50,94,Jinx,27438,52,137,Morgana,98859,54,324,0
227,Malphite,71429,52,588,Evelynn,7889,57,158,Taliyah,33833,52,883,Draven,101521,49,95,Lulu,47055,55,158,Volibear,79534,51,675,MonkeyKing,104499,47,277,Sylas,19828,47,154,Caitlyn,481518,-1,-1,Zilean,151597,52,356,1
228,Volibear,182735,59,186,Kayn,225917,51,618,Xerath,8124,61,243,Kaisa,121700,50,268,Bard,1084124,48,170,Gwen,5656,51,495,MonkeyKing,104499,47,277,Yone,245289,50,420,Ashe,23501,68,133,Neeko,745,50,951,1
229,Akshan,13022,49,316,Nocturne,21532,46,41,Ekko,1354367,44,64,Twitch,104795,50,155,Lulu,242787,54,80,Yorick,465046,52,539,LeeSin,286917,47,277,Katarina,46557,57,212,Sivir,10939,53,369,Seraphine,210308,48,307,0
230,Varus,237209,51,745,MonkeyKing,104499,47,277,Xerath,302432,-1,-1,MissFortune,87904,49,206,Ashe,17954,55,301,Urgot,1171380,46,345,Kindred,804093,52,496,Vex,38411,50,668,Kaisa,32335,50,217,Maokai,2843,55,114,1
231,Garen,114374,50,653,MonkeyKing,104499,47,277,Lux,167323,51,748,MissFortune,38809,51,298,Zyra,223392,49,1218,Jax,98899,48,356,XinZhao,18637,51,409,Katarina,2061444,50,811,Ashe,54053,52,428,Karma,75355,53,330,1
232,Darius,175732,47,277,Nocturne,46973,49,364,Ahri,602846,47,106,Twitch,73043,50,312,Thresh,361405,59,191,Quinn,18243,51,280,Mordekaiser,192213,52,415,Karthus,75937,55,155,Lucian,8442,-1,-1,Malzahar,17746,49,532,1
233,TahmKench,17629,55,89,MonkeyKing,104499,47,277,Ekko,55814,51,341,Ashe,88909,53,353,Swain,17578,51,938,Sion,62342,58,67,Kayn,316624,49,288,Zoe,80758,49,111,Samira,21724,51,306,Nautilus,527375,50,350,1
234,Fiora,858688,51,303,Amumu,15877,53,133,Cassiopeia,1532680,52,316,Sivir,25650,50,1094,Brand,74684,50,740,Akali,373073,48,567,RekSai,82497,53,201,Zoe,877327,51,803,Ezreal,76645,47,277,Yuumi,58959,46,281,1
235,Volibear,49257,49,172,Viego,157647,-1,-1,Neeko,225940,51,340,Ashe,149490,49,645,Pyke,178690,55,273,Camille,106949,47,277,Belveth,63036,58,107,Sylas,48434,51,1265,Twitch,71559,50,521,Zilean,2540,47,95,0
236,Vladimir,518730,48,231,Udyr,54285,54,492,Nasus,42199,49,388,MissFortune,86022,53,535,Lulu,127078,57,89,Sett,7614,50,212,Ekko,56617,47,277,Syndra,9599,51,1265,Aphelios,6240,53,293,Braum,395150,56,391,1
237,Renekton,75266,51,540,Ekko,56617,47,277,Yasuo,267096,51,524,Zeri,13759,50,904,Sona,361920,52,453,Riven,98643,55,219,JarvanIV,8519,51,845,Kassadin,953209,49,176,Jhin,118363,55,198,Lulu,645686,54,771,1
238,Akali,189871,-1,-1,Amumu,104490,56,102,Ivern,78634,57,53,Cassiopeia,57505,-1,-1,Nautilus,24607,51,176,Camille,106949,47,277,Shyvana,16504,58,179,Sylas,46742,51,127,Ezreal,1246,55,105,Morgana,183927,49,420,1
239,Urgot,15171,50,368,Pantheon,5088,49,324,Vex,2606,47,182,Jinx,2988641,51,1161,Lux,289935,49,845,Aatrox,215121,47,277,Mordekaiser,242863,52,323,Yone,16838,50,263,Ezreal,61986,57,242,Yuumi,41230,52,621,1
240,Aatrox,215121,47,277,Kayn,20976,-1,-1,Taliyah,13519,51,527,Draven,853226,52,117,Sona,127244,50,897,Tryndamere,269,56,78,Volibear,4347,51,57,Veigar,10878,57,133,Caitlyn,28308,55,178,Morgana,62665,50,112,1
241,Camille,106949,47,277,Graves,12932,43,132,Gangplank,145813,51,650,Lucian,84219,50,1027,Blitzcrank,84528,-1,-1,Yorick,25961,51,1001,Rammus,100246,46,328,Galio,42465,51,762,Sivir,69693,50,710,Pyke,299261,50,544,0
242,Volibear,49685,51,294,Diana,5610,53,171,Varus,58075,50,390,Aphelios,19062,51,350,Janna,589913,-1,-1,Jayce,74184,47,277,Ekko,17181,51,867,Vex,19371,50,766,Caitlyn,116751,49,877,Thresh,83504,50,943,1
243,Akshan,134324,49,1202,Hecarim,21311,58,209,Ahri,165728,50,233,Thresh,3706,42,97,Renata,4911,46,61,Camille,106949,47,277,Viego,379,-1,-1,Lissandra,21958,51,1265,Ezreal,23579,50,729,Blitzcrank,113670,50,448,1
244,Irelia,47085,-1,-1,Rengar,446462,-1,-1,Vladimir,91911,-1,-1,Twitch,4861,51,521,Renata,14786,51,353,MonkeyKing,104499,47,277,MasterYi,388351,50,159,Lissandra,21958,51,1265,Sivir,57645,53,474,Lulu,152375,51,684,1
245,Camille,106949,47,277,LeeSin,147941,53,402,Lissandra,21958,51,1265,Nilah,2959,51,327,Nautilus,889685,51,507,Yasuo,4806,-1,-1,Ekko,131102,49,85,Galio,21955,49,215,Vayne,16520,52,319,Taric,119282,59,109,0
246,Aatrox,5342,-1,-1,Malzahar,14128,53,764,Ekko,623397,52,570,Sion,14762,52,749,Leona,160679,53,539,Camille,106949,47,277,Diana,39046,49,45,Lissandra,21958,51,1265,Nilah,2959,51,327,Lulu,603425,55,92,0
247,Graves,28208,-1,-1,Darius,1094,54,72,Kayle,6089,53,339,Draven,16764,50,471,Bard,68486,50,594,MonkeyKing,104499,47,277,Viego,35427,52,618,Lissandra,21958,51,1265,Kaisa,163448,54,254,Brand,27321,51,550,0
248,Darius,175732,47,277,Belveth,35884,54,306,Lissandra,21958,51,1265,Varus,37606,54,280,Bard,47623,46,164,Chogath,74539,54,194,Graves,10010,52,989,Zyra,108361,-1,-1,Jinx,96505,54,346,Morgana,150566,-1,-1,1
249,Sion,47329,50,146,Volibear,108558,53,418,Vex,42217,53,351,Nilah,4937,59,269,Soraka,43057,59,228,Aatrox,215121,47,277,FiddleSticks,4173607,50,1440,Lissandra,21958,51,1265,Ezreal,47877,51,213,Sona,3015,50,495,1
250,Trundle,34889,55,259,Amumu,359057,50,722,Akali,119673,50,970,Tristana,15073,52,338,Gragas,34592,49,316,Camille,106949,47,277,Khazix,2747467,52,478,Veigar,40800,52,174,Twitch,105704,50,567,Velkoz,325060,44,80,0
251,MonkeyKing,104499,47,277,Diana,7781,53,496,Yasuo,201409,52,252,Aphelios,53125,47,130,Senna,1101,51,638,Sett,38928,52,366,FiddleSticks,85473,51,799,Yone,56268,51,638,Zeri,14850,51,649,Soraka,31752,62,58,0
252,Camille,106949,47,277,Ivern,4264,52,603,Yone,314392,51,1204,Sivir,7994,39,71,TahmKench,15715,55,143,Illaoi,81164,52,419,Diana,16460,52,382,Swain,56989,50,354,Jhin,154736,52,714,Leona,18754,52,445,0
253,Vayne,1569221,53,329,Nocturne,100491,49,331,Qiyana,348762,54,234,Swain,19445,50,441,Blitzcrank,49687,51,340,Camille,106949,47,277,Hecarim,8387,55,353,Yasuo,793195,52,1090,MissFortune,463444,44,207,Senna,210139,49,541,0
254,Camille,106949,47,277,Elise,146578,51,1194,Akali,39551,50,94,Jhin,19921,51,183,Alistar,98331,53,277,Poppy,87420,47,145,Khazix,564455,52,587,Veigar,53231,63,91,KogMaw,80786,53,342,Senna,141251,57,404,0
255,Yone,26499,60,114,FiddleSticks,8991,49,339,Vladimir,84415,50,739,Nilah,31352,50,681,Seraphine,77387,54,278,Camille,106949,47,277,Kayn,149734,51,129,Lissandra,6563,50,94,Jhin,65328,60,86,Lux,421966,52,498,0
256,Malphite,3995,56,254,Amumu,3148,49,112,Karma,36806,52,125,Caitlyn,183312,50,1111,Brand,3248,49,172,Tryndamere,664708,50,531,Aatrox,39601,56,128,Gangplank,492552,55,436,Kaisa,19277,47,277,Yuumi,58959,46,281,0
257,Olaf,2891,28,53,Ekko,787068,50,430,Kayle,49419,53,653,Samira,29157,41,87,Morgana,22701,48,473,Tryndamere,664708,50,531,Kayn,292066,49,348,Gangplank,492552,55,436,Ezreal,76645,47,277,Lulu,61639,46,281,1
258,Fiora,410232,51,869,Ekko,787068,50,430,Sion,185376,50,1364,Ezreal,76645,47,277,Soraka,58764,46,281,Yone,197056,51,551,Amumu,162690,51,530,Katarina,1458300,49,404,Jhin,92581,42,76,Velkoz,85672,-1,-1,1
259,Sett,214354,47,277,Shyvana,213024,50,704,Zed,279066,51,557,Brand,5599,51,594,Shaco,534746,51,1353,Gangplank,11493,-1,-1,Diana,154650,51,822,Malphite,2873,50,209,Ezreal,567619,54,185,Sona,212246,50,809,0
260,Mordekaiser,1709,53,34,Shaco,13874,50,614,Akali,369955,51,118,Tristana,32680,44,163,Senna,5993,48,226,Jhin,169445,51,438,MonkeyKing,104499,47,277,Leblanc,40140,51,148,Zac,71101,42,213,Pyke,159780,51,449,0
261,Sett,214354,47,277,RekSai,95381,49,664,Seraphine,91490,50,265,MissFortune,54191,57,87,Ashe,11326,53,328,Renekton,23630,50,401,Kayn,9898,52,251,Ahri,295513,51,449,Lucian,109659,54,184,Zilean,97592,53,418,1
262,Jayce,88726,51,1265,MonkeyKing,104499,47,277,Syndra,53574,50,317,Zeri,1162,52,92,Skarner,572431,51,806,Malphite,2776,61,66,Trundle,9813,51,343,Veigar,65828,53,384,Jinx,133623,58,48,Lulu,523482,50,410,0
263,Sion,56943,49,348,Nidalee,390086,52,1079,Vayne,11191,57,109,Veigar,45234,49,631,Karma,46552,49,163,Darius,56483,51,1265,LeeSin,286917,47,277,Viktor,19413,50,279,Jinx,812653,51,491,Seraphine,3020,48,424,0
264,Jayce,88726,51,1265,Olaf,487032,50,578,Corki,20529,46,138,Ezreal,76645,47,277,Senna,105008,51,228,Sett,449357,50,376,Volibear,28651,50,101,Yasuo,1534950,48,959,Varus,49798,50,687,Anivia,2015704,51,888,0
265,Darius,175732,47,277,Zac,4995,-1,-1,Sylas,175846,50,444,Twitch,80166,53,263,Yuumi,6273,53,144,Illaoi,12824,63,40,Volibear,4867,56,785,Ahri,16059,52,310,Vayne,851880,51,347,Seraphine,5356,49,381,0
266,Zac,471605,50,405,Shaco,40704,52,347,Ziggs,1560,51,174,Zeri,96894,54,495,Zyra,38296,50,750,Darius,175732,47,277,Udyr,44435,50,308,Heimerdinger,1652371,50,513,Karthus,1725,58,299,Senna,8599,59,78,1
267,Darius,175732,47,277,Zac,45455,51,244,Yasuo,324720,48,248,MissFortune,51003,51,360,Seraphine,44821,50,1348,Irelia,156756,54,137,Rammus,2349,-1,-1,Lissandra,11052,-1,-1,Jhin,95619,51,210,Senna,1590188,51,716,0
268,MonkeyKing,104499,47,277,Volibear,49249,51,1120,Zed,27102,55,47,MissFortune,46601,49,537,Pyke,50303,55,191,Nasus,7077,51,345,LeeSin,46778,50,462,Velkoz,1011926,52,611,Ashe,16571,54,410,Zyra,2310545,50,1405,1
269,Ivern,13216,49,229,Aatrox,215121,47,277,Malzahar,29811,53,779,Twitch,72988,49,283,Alistar,117912,54,216,Gnar,15149,52,861,Warwick,879366,51,590,Kaisa,160492,53,397,Samira,86001,-1,-1,Nautilus,46037,51,1134,0
270,Darius,175732,47,277,Talon,190889,52,368,Lux,222677,48,372,Vayne,59020,53,408,Velkoz,2426590,52,948,Shen,3124,54,360,Warwick,150251,47,248,Zed,606414,59,233,Caitlyn,155967,49,309,Lulu,168071,49,580,1
271,Illaoi,799270,50,1171,Kayn,796693,50,1087,Kassadin,1240701,51,1234,Vayne,345028,48,335,Nami,685339,50,636,Darius,175732,47,277,Zac,796351,52,535,Lissandra,380491,51,1134,Lucian,88350,50,557,Ashe,7133,55,150,0
272,Riven,3332230,53,443,Lillia,16007,48,356,Leblanc,138020,51,765,Lucian,128623,52,523,Nami,384909,53,489,Darius,175732,47,277,Volibear,46679,51,169,Kassadin,73684,47,565,Ezreal,327025,51,344,Morgana,467424,50,1087,1
273,Renekton,15767,51,260,Khazix,72935,52,516,Annie,93709,52,775,Ezreal,76645,47,277,Brand,64840,51,736,Varus,523451,51,1943,Kayn,128816,50,786,Katarina,16753,49,490,Jhin,404085,52,1852,Zyra,198155,51,1200,0
274,MonkeyKing,104499,47,277,Nunu,499279,51,568,Yasuo,453980,47,258,Caitlyn,15853,57,54,Renata,18594,51,145,Darius,330098,54,199,Graves,29078,53,328,Xerath,5524,53,89,Vayne,251851,53,146,Lux,109785,57,197,0
275,Pantheon,268155,59,189,Rengar,440834,61,150,Vladimir,371314,-1,-1,Lucian,61054,47,277,Seraphine,121413,49,812,MonkeyKing,2156114,50,393,Diana,68438,52,707,Orianna,1388,51,138,Ezreal,588580,49,410,Renata,72188,52,348,1
276,Camille,224010,53,423,Shyvana,3449,51,636,Katarina,666397,53,339,Jhin,135320,51,274,Bard,73292,54,140,Darius,22774,52,679,Vi,2149,50,94,Lissandra,8960,56,294,Ezreal,76645,47,277,Velkoz,2138642,53,461,1
277,Fiora,61599,54,359,Volibear,6140,55,74,Zed,45528,50,94,Ezreal,76645,47,277,Seraphine,4494,51,390,Darius,875908,53,460,Nunu,12684,44,36,Ahri,525469,52,290,Zeri,13088,55,226,Senna,165498,52,214,1
278,Riven,1092189,49,415,Talon,104953,-1,-1,Seraphine,20981,-1,-1,Ezreal,135971,-1,-1,Twitch,28936,57,87,Akali,703848,57,74,Kayn,147124,53,177,Veigar,58706,51,1064,Lucian,61054,47,277,Nami,26288,50,450,1
279,Chogath,606660,54,824,Viego,31396,50,105,Nasus,676818,51,314,Ezreal,76645,47,277,Morgana,1094,49,364,Heimerdinger,477038,52,146,Amumu,73280,55,283,Viktor,87945,55,309,Caitlyn,57163,54,337,Malphite,14942,49,816,1
280,Lillia,38849,53,587,Amumu,73280,55,283,Cassiopeia,171614,55,309,Vayne,328878,51,429,Janna,123678,58,308,MonkeyKing,104499,47,277,Ekko,83681,50,105,Sylas,67002,52,412,Ezreal,61116,52,347,Yuumi,351013,55,351,1
281,Darius,370076,52,463,Volibear,20666,53,600,Anivia,19382,50,190,Lucian,225922,54,258,Nami,6053,49,422,MonkeyKing,104499,47,277,Olaf,35940,50,105,Sylas,491959,51,556,Zeri,152917,51,344,Janna,2095,59,54,0
282,Camille,106949,47,277,Olaf,35940,50,105,Cassiopeia,918924,50,319,KogMaw,338190,57,256,Blitzcrank,1190214,52,626,Ornn,90394,49,270,Volibear,10428,60,214,Katarina,104365,59,229,Vayne,1513407,54,258,Lulu,67940,49,422,1
283,MonkeyKing,104499,47,277,Diana,45597,50,105,Veigar,171118,50,319,Ezreal,7071,54,542,Morgana,157828,49,332,Yone,9575,59,22,Kindred,22814,50,221,Yasuo,691702,48,321,Seraphine,4211,50,473,Renata,5480,34,50,0
284,Aatrox,215121,47,277,Gragas,21078,58,38,Viktor,16357,52,969,Zeri,6134,52,225,Janna,63583,57,218,Camille,46146,51,263,Warwick,1303428,51,623,Velkoz,39714,51,433,Veigar,14045,53,576,Senna,114381,51,1234,0
285,Aatrox,215121,47,277,Belveth,9052,52,215,Viktor,5325,53,64,Vayne,57841,58,213,Yuumi,104721,52,600,Jax,602470,52,21,Udyr,93023,50,762,Cassiopeia,28125,51,488,Lucian,116232,59,111,Nami,187810,60,143,0
286,Tryndamere,4078713,48,468,Evelynn,123314,51,882,Lux,211917,49,246,Tristana,53224,48,218,Soraka,68677,52,209,Aatrox,215121,47,277,Rammus,14040,53,421,Azir,66636,51,488,Kaisa,78842,50,762,Janna,400005,51,628,0
287,Aatrox,215121,47,277,Nidalee,342862,55,222,Katarina,387295,46,328,Caitlyn,137004,51,484,Swain,63488,54,298,Darius,75503,52,450,Graves,27903,-1,-1,Malzahar,324136,53,634,Lucian,25254,50,224,Thresh,41119,-1,-1,0
288,Tryndamere,30156,49,462,JarvanIV,186655,47,277,Galio,71333,51,173,Twitch,300569,48,503,Nami,466483,51,424,Gangplank,17396,51,548,Rengar,75879,63,115,Malzahar,406470,50,657,Ashe,482032,52,288,Zilean,120928,53,353,0
289,Irelia,28523,49,196,Graves,10928,48,123,Ahri,3511,52,172,Jhin,65034,49,397,Sona,2027505,53,1123,Shyvana,3080,54,263,LeeSin,286917,47,277,Lissandra,28431,51,173,Jinx,247992,49,243,TahmKench,57347,-1,-1,0
290,Camille,106949,47,277,Udyr,5967,51,100,Sylas,79807,55,113,Draven,1081007,-1,-1,Sona,663148,52,255,Shen,37590,62,42,Rengar,729564,55,289,Lissandra,45088,48,117,Aphelios,62726,49,511,Braum,901843,42,88,0
291,Camille,106949,47,277,Vi,197960,52,261,Rumble,67895,54,135,Zeri,88931,54,491,Lulu,135018,51,1291,MonkeyKing,87254,50,1119,Ivern,5262,49,459,Katarina,210288,51,651,Jhin,31978,51,342,Janna,57498,57,53,1
292,Aatrox,215121,47,277,Volibear,33269,50,613,Fizz,194928,50,299,Kaisa,53440,46,300,Yuumi,62094,54,229,Kayle,35244,54,327,Taliyah,55233,50,330,Quinn,2001206,49,312,Ezreal,21821,-1,-1,Veigar,25543,48,352,1
293,Irelia,101405,50,388,Shyvana,8929,49,977,Yone,136288,47,292,Jinx,100364,53,634,Velkoz,1504151,54,285,Camille,106949,47,277,Viego,48052,50,223,Zoe,30430,55,286,Tristana,18805,50,128,Karma,67366,49,984,0
294,MonkeyKing,104499,47,277,Amumu,84894,51,651,Velkoz,69492,54,129,Ezreal,21821,-1,-1,Senna,2941,52,172,Camille,309249,61,49,Khazix,80013,-1,-1,Lissandra,137523,52,502,Kalista,231175,50,641,Xerath,35373,51,265,0
295,Camille,82945,53,229,Ekko,56617,47,277,Gangplank,613977,56,89,Ezreal,12978,51,548,Karma,1377,54,89,Trundle,333307,50,1808,Rengar,1751201,52,408,Anivia,434998,55,377,Jinx,54139,57,118,Thresh,23290,54,91,0
296,Kayle,6021,55,294,Viego,16300,65,146,Garen,247185,51,536,Jinx,82179,-1,-1,TahmKench,19941,51,450,Sett,214354,47,277,Kayn,58532,49,170,Galio,91387,51,738,Lucian,261956,51,53,Nautilus,18526,37,51,1
297,Ornn,230467,55,109,Viego,341488,-1,-1,Ahri,462951,51,704,Jhin,146814,52,610,Senna,262970,48,165,MonkeyKing,104499,47,277,Vi,10460,49,99,Akali,2487615,51,738,Xayah,34145,52,631,Seraphine,159729,49,492,1
298,MonkeyKing,104499,47,277,Graves,55736,52,592,LeeSin,1247086,50,470,Vayne,187690,53,568,Janna,225404,52,599,Kayle,31211,47,361,Rammus,27093,51,340,Kassadin,358537,49,427,Jinx,52442,51,455,Thresh,1062549,51,1291,0
299,Camille,106949,47,277,Taliyah,46510,51,133,Viktor,59627,53,524,Varus,18056,50,165,Lulu,10743,57,245,Fiora,48785,-1,-1,RekSai,32541,47,369,Anivia,1874622,47,367,Samira,3003,60,130,Renata,24261,52,390,1
300,Jax,421400,54,229,Vi,6576,51,194,Zoe,19566,52,640,Twitch,177774,53,202,Renata,39428,49,1077,Swain,80116,50,905,Singed,561681,55,277,Qiyana,289568,47,87,Draven,68253,47,17,Blitzcrank,1096279,53,432,0
301,XinZhao,35945,50,253,Graves,118842,48,290,Fizz,311253,52,116,Kaisa,86450,62,170,Lulu,222092,64,55,Darius,91958,63,27,Shaco,210501,45,76,Sylas,6384,55,235,Jinx,13057,47,17,Renata,47912,52,868,1
302,Camille,26556,47,492,Warwick,224041,52,263,Viktor,2799,54,56,Vayne,42362,47,17,Yuumi,561606,50,527,Darius,64242,49,184,RekSai,166629,47,428,Chogath,36488,52,229,MissFortune,300222,51,735,Rakan,20147,46,155,0
303,Graves,36732,54,13,Diana,27575,48,444,Yasuo,26382,50,282,Jinx,119352,55,119,Lulu,55375,54,173,Mordekaiser,247724,49,434,Qiyana,27554,37,54,Leblanc,28870,54,56,Jhin,17237,47,17,Bard,260871,52,73,1
304,Maokai,53394,53,260,MasterYi,716869,50,355,Syndra,11058,-1,-1,Jinx,13057,47,17,Sona,39478,47,308,TahmKench,36032,53,588,Talon,283247,-1,-1,Viktor,1070278,49,228,Jhin,687972,49,311,Blitzcrank,100591,-1,-1,0
305,Fiora,205712,54,406,Elise,40822,51,589,Viktor,78088,48,408,Jhin,17237,47,17,Senna,90263,50,1926,Camille,93054,50,1550,Talon,283247,-1,-1,Leblanc,26156,42,149,Jinx,26273,55,179,Sona,190015,50,256,1
306,Camille,190924,50,446,Elise,2847847,49,561,Yasuo,140517,-1,-1,Caitlyn,32942,47,17,Morgana,10692,-1,-1,Gangplank,155366,-1,-1,Nunu,91909,52,216,Qiyana,9383,-1,-1,Ezreal,273849,51,1207,Yuumi,19206,-1,-1,1
307,Ornn,401037,51,232,Kayn,818631,49,1323,Xerath,803733,53,311,Draven,116049,-1,-1,Thresh,28368,-1,-1,Soraka,46972,40,62,Viego,609078,50,580,Qiyana,85658,-1,-1,Jhin,17237,47,17,Chogath,5330,48,46,1
308,Chogath,199218,49,398,FiddleSticks,805544,52,493,Ekko,2218286,49,587,Kaisa,147774,51,954,Lulu,443989,44,225,Malphite,93857,51,779,Viego,609078,50,580,Sylas,50361,-1,-1,Jhin,17237,47,17,Karma,1361677,-1,-1,0
309,Poppy,1229571,50,160,Viego,5535,48,148,Akali,45901,50,1808,Vayne,22964,50,404,Karma,302309,50,439,Irelia,48658,-1,-1,FiddleSticks,32839,50,301,Katarina,114306,-1,-1,Jhin,17237,47,17,Sona,400377,-1,-1,0
310,Gwen,9456,51,252,XinZhao,255544,50,576,Corki,197622,51,235,Ezreal,35690,48,141,Pyke,159885,49,485,Camille,269661,43,42,Graves,7438,51,43,Vladimir,132980,90,10,Jhin,17237,47,17,Nami,11193,-1,-1,0
311,Gnar,8918,49,813,Khazix,109911,42,31,Vex,4990,38,13,Lucian,72742,47,17,Nami,729187,48,421,Irelia,1033805,48,291,Viego,22195,38,61,TwistedFate,747828,47,742,Lulu,48972,52,853,Jinx,179403,50,699,0
312,Yone,59755,49,100,Khazix,109911,42,31,Taliyah,184849,-1,-1,Caitlyn,32942,47,17,Zilean,35404,50,115,Fiora,399961,55,33,Sejuani,52014,51,451,Cassiopeia,422082,50,376,Vayne,59473,-1,-1,Soraka,112943,-1,-1,0
313,Camille,212506,-1,-1,Khazix,194058,52,229,Corki,14612,53,152,Ziggs,24851,-1,-1,Yuumi,137969,-1,-1,Fiora,97527,50,1244,JarvanIV,135125,50,989,Chogath,70406,50,1487,Ezreal,21943,47,17,Leona,42049,49,472,1
314,Nidalee,943031,51,1126,Talon,16470,64,53,Viktor,81405,41,157,Vayne,262481,46,221,Sona,50924,-1,-1,Camille,48416,-1,-1,Khazix,194058,52,229,MasterYi,2299377,49,789,Jhin,17237,47,17,Pyke,2664,-1,-1,1
315,Yone,11695,-1,-1,Khazix,110916,-1,-1,Zoe,1911836,51,1465,Jhin,17237,47,17,Zyra,117105,60,137,Chogath,42599,50,1203,Kayn,351767,45,176,Draven,221936,49,358,Akshan,2930,53,353,Sona,306787,50,1462,1
316,Gangplank,1218126,57,129,Talon,52511,47,83,Sylas,4373,45,164,Ezreal,21943,47,17,Nami,95281,49,490,Galio,41506,-1,-1,Khazix,110916,-1,-1,Trundle,10046,-1,-1,Kaisa,47956,-1,-1,Sona,84094,49,182,1
317,Lulu,92087,-1,-1,Viego,20876,38,24,XinZhao,65740,49,611,Jhin,284670,50,1926,Sett,28378,48,405,Mordekaiser,7593,50,534,Warwick,852695,49,1169,Zed,2106136,51,1229,Draven,68253,47,17,Blitzcrank,64664,52,519,1
318,Gnar,48029,-1,-1,Diana,19555,55,126,Syndra,14964,-1,-1,Jhin,17237,47,17,Pantheon,2680,-1,-1,Tryndamere,225725,41,37,Gwen,12132,50,636,Zed,361925,51,636,Brand,83092,-1,-1,Rell,162254,46,35,1
319,Vayne,77839,-1,-1,Khazix,180385,48,547,Sylas,15711,-1,-1,Jhin,17237,47,17,Zilean,345935,47,30,Yone,11006,53,140,LeeSin,55346,51,674,Cassiopeia,196366,50,157,Xayah,65605,49,70,Alistar,33398,50,342,1
320,KogMaw,20439,49,925,Zed,18926,-1,-1,Trundle,127275,50,216,Lucian,698335,51,627,Sona,55730,-1,-1,Vayne,42362,47,17,Diana,11551,-1,-1,Irelia,16818,-1,-1,MissFortune,131485,44,254,Lulu,935054,52,168,1
321,Tristana,377764,-1,-1,Viego,27919,-1,-1,Katarina,1558720,51,739,Pyke,868,30,20,Lulu,34290,-1,-1,Nidalee,943031,51,1126,Hecarim,39890,48,63,Ezreal,21943,47,17,MissFortune,143352,46,301,Yuumi,28438,49,106,1
322,Tryndamere,114768,-1,-1,Ivern,2050819,51,1791,Corki,18068,49,675,Vayne,42362,47,17,Lulu,1095552,50,385,Nidalee,943031,51,1126,Gragas,1191449,-1,-1,Pyke,868,30,20,Draven,75693,-1,-1,Blitzcrank,9386,-1,-1,1
323,Rammus,148069,44,18,Sion,454980,51,642,Katarina,4323841,51,1479,Ezreal,21943,47,17,Blitzcrank,16202,50,364,Camille,120397,50,227,Nunu,479660,48,1115,Draven,276162,54,258,Yone,12472,48,21,Pyke,861598,50,1641,1
324,Mordekaiser,12103,-1,-1,MasterYi,59696,-1,-1,TwistedFate,53020,55,111,Draven,28725,65,34,Lux,324754,-1,-1,Camille,26803,49,37,FiddleSticks,805544,52,493,Talon,68224,49,480,Ezreal,21943,47,17,Velkoz,105906,53,191,0
325,Camille,3459865,50,670,Shaco,22573,-1,-1,Viktor,66293,50,282,Ezreal,21943,47,17,Xerath,18072,50,511,Shen,2476776,50,1807,RekSai,165402,-1,-1,Seraphine,116203,50,568,Caitlyn,145330,-1,-1,Zyra,35694,45,97,1
326,Illaoi,3949799,50,521,Talon,9494,61,23,Viktor,40461,50,385,Lucian,125617,47,76,Sona,19397,-1,-1,Volibear,153513,-1,-1,Zac,323620,49,393,Yasuo,94803,-1,-1,Jhin,17237,47,17,Janna,429295,49,375,0
327,Lucian,72742,47,17,FiddleSticks,58216,47,244,Fizz,169300,47,242,Jhin,881675,47,519,Pyke,26849,-1,-1,Fiora,45852,40,72,Sion,454980,51,642,Katarina,427627,-1,-1,Kaisa,73341,-1,-1,Nami,58468,-1,-1,1
328,Mordekaiser,61327,-1,-1,Hecarim,978335,49,1286,Talon,346991,47,205,Lucian,352185,51,126,Swain,322454,-1,-1,Darius,40165,43,177,Ekko,218266,51,1073,Irelia,118451,46,260,Ezreal,21943,47,17,Rell,23916,53,707,1
