,blueTops,btmp,btwr,btt,blueJngs,bjmp,bjwr,bjt,blueMids,bmmp,bmwr,bmt,blueBots,bbmp,bbwr,bbt,blueSups,bsmp,bswr,bst,redTops,rtmp,rtwr,rtt,redJngs,rjmp,rjwr,rjt,redMids,rmmp,rmwr,rmt,redBots,rbmp,rbwr,rbt,redSups,rsmp,rswr,rst,winner
477,Nasus,39874,51,545,Evelynn,667969,45,130,Sylas,44061,53,236,Tristana,152607,50,1504,Lulu,168794,53,346,Malphite,15054,53,596,Diana,42712,-1,-1,Yasuo,1543,33,78,Xayah,17377,60,113,Senna,18158,49,1076,0
478,Jax,22772,50,208,Evelynn,667969,45,130,Kaisa,56172,53,236,Ashe,45828,55,20,Lulu,33902,52,481,Riven,376814,-1,-1,Nocturne,145272,48,408,Ekko,292016,56,126,Draven,79862,52,185,Karma,1167,64,188,0
479,Yone,8905,51,869,Nocturne,105688,52,470,Zeri,42363,52,196,Kaisa,78515,54,302,Swain,43157,59,102,Gwen,169,52,754,Evelynn,667969,45,130,Talon,35577,51,449,Lucian,67365,49,707,Pyke,104497,49,958,1
480,MonkeyKing,96087,45,130,Nunu,130752,50,441,Akshan,6645,62,199,Twitch,50841,49,185,Taric,108410,47,158,Renekton,30207,57,91,Evelynn,472770,47,247,Ashe,7222,57,297,Orianna,14235,65,75,Braum,3276,-1,-1,0
481,Fiora,99723,45,83,Hecarim,62123,52,558,Zed,410548,51,268,Kaisa,663031,51,737,Lux,704462,51,373,Darius,76141,53,203,Evelynn,667969,45,130,Zoe,315151,52,586,Lucian,212415,53,198,Amumu,6903,48,537,1
482,Shen,113400,-1,-1,Udyr,1249041,52,759,Brand,991081,51,364,Caitlyn,139282,51,199,Lux,551028,48,88,MonkeyKing,96087,45,130,Amumu,1935,47,30,Ahri,175548,50,851,Jhin,202123,50,547,Karma,122046,-1,-1,0
483,Jayce,68158,51,837,Hecarim,136821,52,388,Ahri,182675,52,571,Swain,287290,-1,-1,Senna,27173,48,478,Evelynn,667969,45,130,Irelia,25921,52,621,Seraphine,128385,51,689,Ezreal,154500,-1,-1,Karma,65173,49,280,1
484,Ornn,42496,49,610,Evelynn,667969,45,130,Talon,9983,50,764,Jhin,76092,-1,-1,Nami,3479615,49,612,Illaoi,50814,50,331,Kayn,6186,-1,-1,Annie,1055,54,127,Kaisa,27917,52,62,Blitzcrank,597460,51,577,1
485,Garen,128243,56,282,Kindred,174479,34,44,Zed,306875,-1,-1,Samira,26322,53,57,Leona,110229,54,234,Graves,32615,55,157,Evelynn,667969,45,130,Pantheon,306008,52,490,Zeri,9870,47,47,Janna,2427,50,158,1
486,Aatrox,88821,48,819,Khazix,551487,62,82,Katarina,207329,47,346,Ezreal,25533,-1,-1,Lux,244122,45,108,MonkeyKing,96087,45,130,Rengar,1803871,51,337,TwistedFate,52473,58,145,Ashe,18976,52,283,Senna,9390,-1,-1,1
487,Camille,7035,50,90,Evelynn,667969,45,130,Karma,40476,55,346,Zeri,27465,45,205,Zilean,40280,54,127,Riven,2373319,50,145,Viego,25804,61,146,Sylas,228340,50,340,Vayne,235604,-1,-1,Lulu,24612,45,163,0
488,Sett,175772,53,272,Graves,124365,49,47,Ahri,1694467,50,859,MissFortune,21045,53,145,Lulu,573591,52,200,Darius,354232,53,215,Rengar,209701,48,232,Viktor,99000,49,685,Kaisa,507309,54,427,Sona,120923,51,982,0
489,Ornn,796996,49,723,Shyvana,70398,49,47,Malzahar,78499,52,273,MissFortune,21045,53,145,Lux,661144,52,200,Gnar,18687,52,521,Rengar,272117,52,329,Zoe,16140,56,208,Jhin,462573,-1,-1,Brand,38908,52,127,1
490,Volibear,104441,51,485,Viego,16898,49,47,Akali,54185,50,840,Sivir,385497,50,366,Renata,19683,50,224,Singed,227981,56,173,Rengar,2118282,50,926,Galio,53382,50,1226,Jinx,103918,53,362,Alistar,1633,50,502,0
491,Aatrox,1222473,50,327,Volibear,25590,49,47,Rumble,92115,48,1255,Caitlyn,174317,44,173,Janna,90013,50,716,Darius,852282,51,890,Diana,35624,48,242,Qiyana,197522,51,1009,Ashe,69685,51,238,Bard,957906,52,452,1
492,Volibear,7109,51,185,Karthus,83508,35,72,Zed,24950,67,15,Draven,112777,54,129,Ashe,73797,50,711,Garen,10248,61,49,Graves,124365,49,47,Galio,26550,46,78,Kaisa,434097,46,48,Nami,344,54,128,1
493,TahmKench,410614,54,121,Graves,124365,49,47,Yone,29945,48,227,Zeri,29918,51,753,Lulu,28121,46,78,Camille,5595,60,126,MasterYi,123,55,105,Vladimir,8945,52,330,Xayah,501637,52,402,Janna,17403,-1,-1,1
494,Jayce,41287,53,322,Irelia,1110,59,51,Chogath,72285,53,117,MissFortune,3343,54,102,Lux,1132,50,579,Darius,7145,53,114,Graves,124365,49,47,Janna,24498,54,121,Zeri,202266,50,2001,Lissandra,17641,46,78,1
495,Tryndamere,146958,-1,-1,Diana,22319,55,117,Ekko,1743134,60,180,Draven,105217,59,145,Morgana,198,51,508,Sett,1228221,50,1178,Graves,124365,49,47,Fizz,77383,47,277,Seraphine,105824,49,1052,Nautilus,119613,53,417,0
496,Gragas,52157,41,17,Graves,124365,49,47,Vladimir,758464,48,394,Ezreal,66636,49,491,Seraphine,154754,53,417,Camille,411799,56,452,Karthus,2490,48,23,Irelia,187920,56,180,Zeri,10041,53,240,Soraka,270875,55,211,0
497,Tryndamere,49985,54,316,Diana,22821,55,404,Yasuo,3079496,-1,-1,Sivir,17611,49,547,Seraphine,6224,56,62,Warwick,155403,47,223,Graves,124365,49,47,TwistedFate,21313,51,545,Tristana,185027,50,677,Nautilus,119613,53,417,1
498,Volibear,51874,50,344,FiddleSticks,603311,48,96,Yone,191135,-1,-1,Ezreal,306320,50,250,Nami,19717,43,204,Poppy,4292232,50,559,Graves,124365,49,47,Ahri,5152,51,371,KogMaw,96975,58,99,Seraphine,154754,53,417,0
499,Nasus,29077,-1,-1,JarvanIV,214565,50,741,Anivia,28972,50,1427,Vayne,58674,49,575,Soraka,145469,51,582,Sion,212344,49,359,Graves,124365,49,47,Zed,1655405,50,916,Seraphine,234248,-1,-1,Nautilus,119613,53,417,1
500,Sett,287831,59,188,Kayn,90106,53,712,Ziggs,361044,50,282,Twitch,13508,55,127,Nami,206046,49,580,Urgot,4783,50,442,Graves,124365,49,47,Veigar,1021385,50,280,Vayne,40778,50,292,Nautilus,119613,53,417,0
501,Shen,2481466,51,1320,Diana,300394,46,160,Varus,129709,51,183,Seraphine,8279,49,487,Lux,881574,48,240,Irelia,1742694,50,540,Graves,124365,49,47,Galio,318358,51,692,Vayne,1969222,49,954,TahmKench,48482,53,417,0
502,Garen,283174,50,423,Shyvana,70398,49,47,Veigar,423021,53,400,Kaisa,326823,55,439,Nautilus,119613,53,417,Teemo,457,46,292,Nocturne,4102,52,112,Yasuo,37913,50,223,Ezreal,204052,50,684,Velkoz,10856,49,821,1
503,Shen,1011355,52,324,Kayn,257433,51,388,Akali,393611,-1,-1,Caitlyn,536012,48,488,Ashe,141326,52,75,Yone,24380,54,210,Graves,124365,49,47,Zilean,72016,45,92,Vayne,136960,53,407,Lulu,42913,53,417,1
504,Gangplank,15897,55,38,Graves,124365,49,47,Ekko,389438,50,833,Lucian,5812,51,343,Nautilus,119613,53,417,Malphite,73119,50,692,Zed,31961,49,245,Veigar,32165,47,430,Soraka,272,50,104,TahmKench,313680,51,171,1
505,Kled,1503428,-1,-1,Amumu,16049,49,47,Gangplank,302638,-1,-1,Twitch,38362,55,71,Nautilus,119613,53,417,Irelia,16792,51,314,Graves,31201,52,611,Rumble,324082,50,468,Swain,23794,50,288,Pyke,449759,53,356,0
506,Jax,57108,51,909,Zed,2470478,48,476,Irelia,54190,50,338,Veigar,9055,55,71,Blitzcrank,20007,50,739,Gangplank,1555,49,266,Shyvana,70398,49,47,Yone,97690,50,567,Samira,18041,56,472,Nautilus,119613,53,417,0
507,Jax,34548,52,251,Diana,70802,49,421,Vladimir,46077,50,548,Ezreal,76381,53,466,Zyra,457353,54,388,Tryndamere,286075,55,481,Graves,124365,49,47,Lissandra,61254,51,456,Zeri,26023,58,345,Nautilus,119613,53,417,0
508,Garen,63498,53,120,Shyvana,70398,49,47,Lux,1120213,55,314,Jinx,14851,51,196,Leona,166522,53,417,Riven,1218252,52,170,Volibear,78232,50,832,Seraphine,44263,53,294,Ezreal,45602,51,779,Yuumi,793461,60,133,1
509,Aatrox,116606,58,92,Tristana,4166,54,54,Shyvana,70398,49,47,Jhin,4791,63,96,Senna,150,-1,-1,Kled,114404,61,201,LeeSin,17526,58,113,Rumble,23001,-1,-1,Ezreal,6341,65,72,Bard,29636,50,18,0
510,Sion,290589,54,231,Belveth,17587,56,247,Orianna,1324099,50,2028,Twitch,938910,49,718,Bard,155818,53,76,Fiora,75669,58,92,Graves,124365,49,47,Cassiopeia,285705,-1,-1,Ashe,175042,54,234,Renata,80902,50,419,0
511,Akshan,26359,50,602,Volibear,25590,49,47,Kayle,71577,52,335,Seraphine,34772,-1,-1,Nami,292994,53,246,Gragas,28714,46,166,Talon,48146,-1,-1,DrMundo,44577,49,156,Zeri,127735,51,339,Lulu,39030,57,114,1
512,Garen,17268,48,207,Mordekaiser,51064,54,165,Talon,620883,53,338,Jhin,130743,50,532,Zilean,124182,53,161,Tryndamere,248528,56,336,Graves,124365,49,47,TwistedFate,72593,51,402,Swain,43891,49,77,JarvanIV,23411,49,80,1
513,Yone,158226,53,386,Diana,17520,52,1662,Lissandra,124586,54,255,Yasuo,830753,51,556,Soraka,318736,-1,-1,Gangplank,208392,52,522,Graves,124365,49,47,Sylas,11541,53,166,Zeri,42800,53,419,Sona,150691,54,482,1
514,Singed,1146506,48,73,Lillia,272215,51,795,Ahri,227493,52,542,Caitlyn,2490,57,53,Senna,18819,50,811,DrMundo,164094,-1,-1,Viego,16898,49,47,Lissandra,60092,52,210,Jhin,25111,52,254,Lulu,10453,-1,-1,1
515,Jax,274360,52,1194,Viego,16898,49,47,Sylas,286101,52,210,Ezreal,94396,51,988,Zilean,79576,55,47,Akali,254122,54,390,Kayn,254246,51,628,Sett,68565,54,431,Jhin,11683,52,356,Pyke,361807,51,352,0
516,Jayce,363862,51,903,Zed,1425379,50,589,Ryze,1097,55,98,Ezreal,287103,47,93,Senna,3563,53,381,TahmKench,53298,-1,-1,Graves,124365,49,47,Singed,22735,53,175,Jhin,378338,48,387,Zyra,762585,49,181,0
517,TahmKench,18490,51,734,Belveth,30428,45,91,Yone,111944,51,220,Kaisa,39795,50,1303,Nasus,38073,50,211,Gangplank,99377,52,99,Graves,124365,49,47,Akali,92523,51,268,Zeri,104740,51,1183,Renata,67052,54,615,1
518,Aatrox,48629,52,210,Nunu,11424,49,47,Velkoz,1069560,51,443,Senna,79386,55,202,TahmKench,43172,57,212,Kayle,151219,48,363,Belveth,80856,50,1515,Zeri,11572,49,138,Seraphine,3694,49,110,Ashe,15092,48,44,0
519,Volibear,134563,51,713,Viego,34013,53,348,Vladimir,497923,-1,-1,Tristana,28961,53,416,Sona,160765,53,238,Camille,38209,51,713,Graves,124365,49,47,Lissandra,60092,52,210,Ezreal,569567,52,403,Yuumi,73831,51,256,1
520,Jax,19600,55,218,Xerath,12381,46,78,Sylas,54707,50,272,Ezreal,17914,53,448,Graves,124365,49,47,Pantheon,91001,-1,-1,Hecarim,18239,-1,-1,Orianna,96908,50,634,Zeri,5077,48,578,Yuumi,324697,51,1441,0
521,Yorick,59239,61,145,Diana,37340,50,705,Irelia,286951,53,456,Xayah,119849,53,326,Nautilus,370091,50,1063,Shyvana,70670,48,126,Ekko,44992,46,78,Fizz,75508,49,164,Caitlyn,1633,50,268,Yuumi,14015,49,47,0
522,Warwick,107622,49,459,Nunu,924977,51,536,Gangplank,2285,59,100,Senna,68510,48,534,TahmKench,34624,46,61,Volibear,1137,-1,-1,Shyvana,70398,49,47,Yone,32583,-1,-1,Swain,482435,53,231,Yuumi,46787,46,78,1
523,Singed,312555,54,421,Graves,124365,49,47,Akali,220639,45,55,Kaisa,47154,49,122,Sona,32445,46,196,Jax,30331,56,61,Ivern,35057,44,99,Malzahar,8866,47,81,Jinx,5864,59,54,Soraka,989538,53,360,1
524,Jayce,56556,54,252,Zoe,15077,55,49,Rengar,1043558,51,261,Lucian,19494,40,130,Blitzcrank,45830,52,96,Irelia,4734,-1,-1,Graves,124365,49,47,TwistedFate,13108,50,485,Draven,173608,52,229,Lulu,35223,54,104,1
525,Gangplank,22640,53,179,Graves,124365,49,47,Fizz,319683,58,171,Varus,39408,52,315,Twitch,4362,53,125,Mordekaiser,29441,49,433,RekSai,10854,57,97,Akshan,19968,53,757,Xayah,3032,-1,-1,Thresh,237503,51,118,1
526,Jax,36637,53,832,Kindred,8489,54,540,Sylas,84658,49,283,Draven,506221,55,162,Blitzcrank,523475,50,480,Darius,89239,-1,-1,Graves,124365,49,47,TwistedFate,688496,51,482,Jhin,1723,53,153,Maokai,105906,50,273,1
527,Sett,116445,-1,-1,Viego,16898,49,47,Katarina,21432,64,56,Caitlyn,16586,87,15,Morgana,540309,50,480,Amumu,140279,48,58,Akali,1151,56,78,Vladimir,26355,50,105,Vayne,19818,59,112,Janna,25757,48,132,1
528,MonkeyKing,92615,50,195,Graves,124365,49,47,Qiyana,173,-1,-1,Jhin,84697,52,56,Nautilus,161410,52,83,Darius,161988,-1,-1,Khazix,31546,61,61,Rammus,35269,54,70,Kassadin,21944,52,115,Senna,29064,53,66,0
529,Sion,19168,48,50,Viego,16898,49,47,Ryze,1058,-1,-1,Samira,7136,64,64,Rell,199659,47,96,Darius,57680,54,123,Kindred,4229,67,12,Yasuo,737089,55,65,Jinx,1082,60,57,Blitzcrank,171475,60,47,1
530,Tryndamere,25798,52,155,Graves,124365,49,47,Lux,222990,52,394,Samira,151004,52,210,Yuumi,25881,48,471,DrMundo,21492,52,420,Taliyah,5794,51,509,Xerath,5803,58,48,Jhin,25874,38,65,Senna,160029,48,313,1
531,Garen,218871,50,288,Diana,147219,-1,-1,Sylas,25910,51,1107,Kaisa,163075,51,350,Sona,80321,52,282,Irelia,50717,50,280,Graves,124365,49,47,Ahri,134149,52,394,Ezreal,3772,54,301,Soraka,15694,50,690,1
532,Yasuo,169016,54,28,Gragas,41647,38,48,Chogath,11122,57,30,Vayne,13803,40,78,Leona,23457,-1,-1,Akali,17982,55,160,MasterYi,1782,54,52,Zed,68613,49,47,KogMaw,34089,50,90,Nautilus,236523,49,105,1
533,Shen,809820,44,59,Khazix,291268,51,802,Graves,41193,67,18,Zeri,12288,54,117,Sona,23814,51,960,Sett,1323454,-1,-1,Viego,16898,49,47,Vladimir,379562,46,392,Caitlyn,17251,47,291,Xerath,10055,52,90,0
534,Renekton,10354,53,216,Shaco,1152532,48,64,Jinx,3422,52,645,Sylas,60066,52,282,Rell,6995,-1,-1,Riven,1506370,-1,-1,Shyvana,70398,49,47,Akshan,605397,51,1314,Swain,86095,-1,-1,Lulu,265014,-1,-1,0
535,Riven,685299,-1,-1,Nunu,95682,48,193,Malzahar,560569,50,275,Xayah,20317,-1,-1,Bard,97742,49,221,Renekton,282669,-1,-1,Shyvana,70398,49,47,Irelia,2476,52,337,Ezreal,112891,-1,-1,Yuumi,69619,-1,-1,1
536,Gwen,10977,46,131,LeeSin,84585,49,47,Annie,4286,43,23,Aphelios,40462,57,141,Lulu,56545,-1,-1,Yone,20859,-1,-1,Volibear,167588,49,672,Chogath,39574,50,275,Ashe,154112,50,708,Bard,66374,52,350,0
537,MonkeyKing,41688,-1,-1,Graves,254453,82,11,Akshan,36582,50,868,Ezreal,21943,47,17,Thresh,971040,-1,-1,LeeSin,84585,49,47,Gangplank,45364,-1,-1,Annie,4286,43,23,Caitlyn,177343,45,305,Nami,85597,-1,-1,1
538,Camille,19419,50,598,LeeSin,84585,49,47,Xerath,70491,-1,-1,Caitlyn,118117,47,270,Nautilus,115671,-1,-1,Yone,13433,53,85,Gragas,11276,40,20,Sylas,68743,56,54,Lucian,20274,-1,-1,Nami,10141,-1,-1,0
539,Darius,1079827,61,93,Mordekaiser,10177,53,17,Vex,380777,52,888,Jinx,36707,-1,-1,Thresh,485750,-1,-1,XinZhao,47338,37,71,Viego,16898,-1,-1,Veigar,2547,-1,-1,Twitch,35229,43,51,Bard,180955,-1,-1,1
540,Nasus,29755,40,115,Shyvana,70398,-1,-1,Fizz,50491,-1,-1,Vayne,164845,50,654,Leona,104275,49,504,Sion,2414436,50,200,Shaco,2377075,49,186,Lux,12385,47,15,Lucian,39841,46,157,Nami,147820,51,105,0
541,Akali,390230,49,650,Graves,379724,52,591,Lissandra,305439,46,89,Ezreal,641121,-1,-1,Brand,1279016,45,162,Shen,19225,40,115,Shyvana,70398,-1,-1,Sylas,154697,9,11,Aphelios,57187,-1,-1,Karma,311331,54,300,0
542,Nasus,29755,40,115,Shyvana,70398,-1,-1,Taliyah,472888,32,28,Jhin,106738,-1,-1,Lux,96798,-1,-1,Trundle,14632,46,89,Zac,850945,52,591,Cassiopeia,201486,-1,-1,Twitch,4360,-1,-1,Soraka,200398,-1,-1,1
543,Gwen,121606,50,152,JarvanIV,5518,75,12,Morgana,4033,37,114,Xayah,499781,57,60,Nami,15042,47,92,Aatrox,137673,40,115,Shyvana,70398,-1,-1,Anivia,15789,-1,-1,Samira,19143,-1,-1,Blitzcrank,18135,50,20,0
544,Nasus,29755,40,115,TwistedFate,111150,50,782,Shyvana,70398,-1,-1,Twitch,118371,45,122,Lulu,125454,49,171,Shen,151511,41,49,Nunu,1494580,50,305,Leblanc,43023,51,412,Draven,435367,46,114,Braum,53237,52,755,1
545,Sett,102602,-1,-1,Shyvana,70398,-1,-1,Viktor,92347,54,126,Draven,573666,53,683,Janna,799861,-1,-1,Trundle,2155525,49,252,Graves,95533,59,56,Leblanc,111086,50,306,Jinx,450328,-1,-1,TahmKench,16235,52,494,0
546,Riven,512685,55,112,Lillia,37789,47,249,Yone,53687,47,258,KogMaw,386512,51,357,Lulu,21127,-1,-1,Garen,136047,-1,-1,FiddleSticks,16684,-1,-1,Talon,199945,45,77,Ezreal,119711,48,320,Yuumi,42823,-1,-1,1
547,Camille,155020,51,199,Amumu,144951,51,214,Leblanc,37854,-1,-1,Ezreal,650247,50,652,Vex,82528,53,433,Jax,127923,-1,-1,Shyvana,70398,-1,-1,Galio,17676,30,103,MissFortune,28174,51,227,Leona,22658,43,95,0
548,Sylas,22206,30,103,FiddleSticks,16684,-1,-1,Gangplank,916555,56,89,MissFortune,51408,50,1034,Pyke,1242338,52,642,Camille,155020,51,199,Kindred,25493,-1,-1,Lissandra,56976,-1,-1,Xerath,89303,-1,-1,Blitzcrank,214992,51,276,0
549,MonkeyKing,437397,52,417,Graves,124365,-1,-1,Ekko,710299,45,130,Kaisa,14348,-1,-1,Senna,305015,-1,-1,Draven,9821,-1,-1,Khazix,100301,54,93,Sylas,3763,43,116,Vayne,458839,-1,-1,Sona,90955,-1,-1,0
550,MonkeyKing,329878,-1,-1,FiddleSticks,16684,-1,-1,Talon,91157,40,15,Lucian,249802,52,841,Galio,1431116,-1,-1,Aatrox,30295,56,84,Lillia,19746,40,20,Tryndamere,15411,-1,-1,Aphelios,6097,30,27,Leblanc,1841761,52,461,1
551,Pantheon,385320,50,224,Talon,95953,48,255,Syndra,37872,41,59,Ezreal,43923,56,84,Senna,136435,49,989,Yone,37306,52,169,Ivern,19408,-1,-1,Sylas,21034,40,15,Aphelios,36548,54,123,Seraphine,20539,49,682,0
552,Shen,42578,52,394,Graves,23150,-1,-1,Diana,123178,-1,-1,Jinx,52106,50,107,Pyke,76797,-1,-1,Tryndamere,1382157,48,527,Ivern,19408,-1,-1,Sylas,21034,40,15,Jhin,1426850,-1,-1,Maokai,28390,49,142,0
553,Darius,469376,-1,-1,Ivern,19408,-1,-1,AurelionSol,1852810,-1,-1,Twitch,398378,-1,-1,Janna,39345,48,314,Irelia,18859,45,102,Zed,314072,49,1010,Lissandra,102513,49,178,Lucian,129609,-1,-1,Yuumi,147065,50,725,0
554,Sylas,173234,-1,-1,Graves,124365,-1,-1,Yone,23059,-1,-1,Lucian,450907,-1,-1,Nami,1589846,46,172,Volibear,18581,-1,-1,Kayn,93489,-1,-1,Vex,76034,38,13,Ezreal,127788,50,869,Heimerdinger,1072376,49,349,1
555,Jax,115636,-1,-1,MasterYi,1937083,57,188,Diana,51575,52,525,MonkeyKing,2157274,-1,-1,Veigar,124572,41,120,Sett,100569,-1,-1,Ivern,19408,-1,-1,Zilean,324388,47,74,Vayne,377746,-1,-1,Maokai,29252,52,646,0
556,Warwick,821016,35,23,FiddleSticks,278949,54,218,Yasuo,85141,59,175,Aphelios,58599,56,362,Lulu,119428,-1,-1,Darius,24390,-1,-1,LeeSin,84585,-1,-1,Vex,6858,44,39,Jhin,60768,-1,-1,Janna,21196,58,43,0
557,Singed,146286,51,132,Graves,124365,-1,-1,Yone,40388,-1,-1,Lucian,208482,45,121,Yuumi,230126,56,114,Tryndamere,101280,50,18,Warwick,58557,50,56,Caitlyn,188807,-1,-1,Kayle,17247,-1,-1,Thresh,1758884,48,272,0
558,Teemo,10594,-1,-1,Graves,3231,-1,-1,Yone,165425,50,628,Draven,23589,44,127,Nami,143296,51,366,Olaf,9074,-1,-1,Jayce,40557,-1,-1,Yasuo,668423,49,428,Jhin,66907,46,277,Yuumi,254669,53,83,0
559,Gwen,69797,46,155,Graves,124365,-1,-1,Leblanc,223313,51,785,Samira,74592,48,330,Nami,89657,-1,-1,Mordekaiser,121384,48,454,MasterYi,1937083,57,188,Malzahar,36663,-1,-1,Nasus,35809,51,318,Xerath,358265,50,936,1
560,Sett,331983,49,315,Graves,124365,-1,-1,Kayle,556258,51,753,KogMaw,241796,-1,-1,Soraka,1367167,38,45,Mordekaiser,19581,43,109,Kayn,262807,28,18,Irelia,47179,39,38,Caitlyn,66287,-1,-1,Nami,30967,50,1472,1
561,Draven,9082,-1,-1,Amumu,981,28,29,Quinn,79085,-1,-1,Jhin,12389,-1,-1,Karma,8775,-1,-1,Sett,11021,-1,-1,LeeSin,84585,-1,-1,Talon,235469,49,113,Yasuo,3866631,-1,-1,Brand,76214,-1,-1,1
562,Quinn,4109,-1,-1,MasterYi,1626252,39,38,MonkeyKing,371456,48,44,Tristana,151883,53,197,Leona,29906,47,107,Ornn,64614,49,1174,Graves,124365,-1,-1,Talon,235469,49,113,Ziggs,19846,-1,-1,Lulu,30528,-1,-1,0
563,Sett,346914,-1,-1,Graves,124365,-1,-1,Orianna,32260,49,1010,Vayne,473051,53,15,Rakan,181298,52,97,Irelia,6175,53,231,Ekko,74222,48,313,Talon,235469,49,113,Aphelios,96032,50,34,Nami,29065,50,437,1
564,Riven,1569632,48,620,Graves,124365,-1,-1,Leblanc,41690,-1,-1,Ziggs,67179,44,27,Janna,293385,50,572,Tryndamere,31835,47,45,MasterYi,2299377,49,789,Talon,164822,50,1301,Tristana,97846,-1,-1,Yuumi,85637,56,139,0
565,Darius,167142,-1,-1,LeeSin,94572,-1,-1,Sylas,13856,-1,-1,Kaisa,86479,50,130,Lulu,35028,-1,-1,Olaf,9074,-1,-1,Jax,29434,-1,-1,Akali,710506,51,157,Lucian,161677,-1,-1,Yuumi,135748,50,437,1
566,TahmKench,225678,-1,-1,Graves,84017,42,146,Akshan,3773,-1,-1,Ezreal,104473,50,759,Sona,48217,-1,-1,Trundle,52095,58,196,FiddleSticks,16684,-1,-1,Swain,38358,52,106,Xayah,19861,48,185,Karma,249197,-1,-1,0
567,Kayle,593408,50,337,Ekko,208086,-1,-1,Katarina,2709149,-1,-1,Kalista,968141,48,196,Nautilus,8942,-1,-1,Maokai,19086,-1,-1,Graves,124365,-1,-1,Veigar,69004,53,143,Samira,277429,-1,-1,Rakan,12427,-1,-1,0
568,Sett,122791,56,64,Kayn,300276,46,24,Galio,36980,-1,-1,Vayne,570520,49,547,Leona,35045,-1,-1,Tryndamere,1351,53,17,Graves,124365,-1,-1,Xerath,1191,43,28,Kaisa,608765,-1,-1,Morgana,30975,70,37,1
569,Fiora,190814,51,224,Ekko,65789,51,641,Veigar,999452,53,286,Twitch,22616,-1,-1,Karma,74364,-1,-1,Ryze,1979,-1,-1,Aatrox,51587,65,17,Hecarim,10351,-1,-1,Lucian,78872,49,112,Yuumi,64827,-1,-1,0
570,Chogath,363060,49,245,Graves,124365,-1,-1,Annie,1166781,48,298,Ezreal,97747,49,179,Pyke,328388,52,216,Yone,76240,54,13,XinZhao,78336,50,999,Ekko,70729,47,245,Tristana,18133,-1,-1,Janna,42928,-1,-1,1
571,Darius,1295731,54,220,Graves,124365,-1,-1,Zoe,414332,52,613,Ashe,44940,-1,-1,Lulu,86392,47,152,Pantheon,96019,-1,-1,Nidalee,16611,-1,-1,Lucian,12740,-1,-1,Jinx,23254,53,397,Soraka,117920,-1,-1,1
572,Sett,34629,33,39,FiddleSticks,16684,-1,-1,Yone,36260,50,14,Seraphine,300362,48,391,Nautilus,70188,-1,-1,Jayce,29263,-1,-1,Elise,718087,-1,-1,TwistedFate,459343,50,508,Varus,210888,-1,-1,Soraka,269791,52,308,1
573,Nasus,65561,55,62,Shyvana,70398,-1,-1,Akali,690586,48,375,Ezreal,36417,53,78,Yuumi,62029,-1,-1,Chogath,1327304,66,53,Taliyah,480,-1,-1,Zed,2567,50,96,Ashe,65481,-1,-1,Pantheon,642592,50,1060,1
574,Shen,3315885,49,331,FiddleSticks,16684,-1,-1,Qiyana,104964,-1,-1,Caitlyn,188807,-1,-1,Nautilus,70188,-1,-1,Nasus,269846,-1,-1,Udyr,622261,52,424,Veigar,118902,57,207,Ezreal,194445,51,362,Zac,556585,55,167,1
575,Gnar,308108,42,38,Shyvana,70398,-1,-1,Ekko,971794,55,11,Ziggs,38451,18,11,Leona,30967,-1,-1,Jayce,43727,-1,-1,Evelynn,53234,-1,-1,Anivia,884834,-1,-1,Ashe,199820,-1,-1,Soraka,7283,50,141,0
576,Irelia,287581,51,1122,JarvanIV,133203,53,49,Corki,6152,-1,-1,Twitch,55429,-1,-1,Yuumi,425,51,465,Pantheon,8438,-1,-1,Shyvana,70398,-1,-1,Sylas,26741,54,254,Jhin,1263903,48,460,Nautilus,70188,-1,-1,0
577,Riven,145189,49,47,Anivia,5278,39,84,Graves,112530,-1,-1,Ezreal,147713,53,100,Xerath,24673,-1,-1,Viego,57536,59,54,Hecarim,10351,-1,-1,Malzahar,168081,48,386,Vayne,65609,49,339,Yuumi,62029,-1,-1,0
578,Irelia,2603632,50,161,Qiyana,63485,50,236,Leblanc,540836,38,58,Draven,731440,56,55,Taric,9709,45,184,Malphite,28658,44,45,Shyvana,70398,-1,-1,Yasuo,665048,54,285,MissFortune,50627,49,150,Yuumi,62029,-1,-1,0
579,Jayce,31646,-1,-1,Elise,15011,43,56,Leblanc,317260,58,81,Draven,88270,55,119,Thresh,19436,48,85,Pyke,402279,48,243,Shyvana,70398,-1,-1,Sylas,18951,-1,-1,Twitch,33980,-1,-1,Yuumi,62029,-1,-1,0
580,Akali,8363,51,221,Nidalee,27357,52,576,Cassiopeia,36215,53,146,Draven,98951,53,292,Pyke,210162,-1,-1,Ornn,33580,50,1011,Kayn,329994,-1,-1,TwistedFate,111235,-1,-1,KogMaw,16892,-1,-1,Sona,3166,-1,-1,0
581,Renekton,5795,-1,-1,Nasus,8198,45,174,Ziggs,32879,50,196,Ezreal,13902,-1,-1,Sona,3166,-1,-1,Quinn,109055,-1,-1,Kindred,13684,-1,-1,Lucian,3288,53,146,KogMaw,113213,57,69,Amumu,7531,-1,-1,0
