,blueTops,btlevel,btmp,btwr,btcwr,btkda,btct,btt,blueJngs,bjlevel,bjmp,bjwr,bjcwr,bjkda,bjct,bjt,blueMids,bmlevel,bmmp,bmwr,bmcwr,bmkda,bmct,bmt,blueBots,bblevel,bbmp,bbwr,bbcwr,bbkda,bbct,bbt,blueSups,bslevel,bsmp,bswr,bscwr,bskda,bsct,bst,redTops,redJngs,redMids,redBots,redSups,winner
4129,Lulu,299,38520,0.49,0.58,3.38,38.0,477.0,RekSai,355,57555,0.5,0.75,2.39,16.0,490.0,Yone,280,27726,-1.0,0.0,0.0,0.0,-1.0,KogMaw,201,25967,0.51,0.68,3.88,25.0,358.0,TahmKench,341,60450,0.52,1.0,3.5,2.0,329.0,Irelia,Diana,Akshan,Senna,Thresh,1
4130,Kayle,85,136774,0.5,0.53,1.87,208.0,258.0,LeeSin,571,894273,0.51,0.55,3.08,78.0,906.0,Cassiopeia,253,997565,0.51,0.53,1.8,801.0,785.0,Lucian,782,749988,-1.0,0.0,0.0,0.0,-1.0,Sona,459,18004,0.49,0.59,3.05,22.0,488.0,Lulu,Nunu,Varus,KogMaw,Zed,1
4131,Volibear,116,19687,0.48,0.54,1.79,26.0,211.0,Rengar,515,416407,0.51,0.54,3.08,71.0,146.0,Katarina,69,201339,0.52,0.56,3.17,274.0,589.0,Samira,315,449303,0.49,0.5,2.7,351.0,577.0,Renata,319,8019,0.54,0.43,2.07,14.0,682.0,Lulu,MasterYi,Mordekaiser,KogMaw,Senna,0
4132,Urgot,299,27936,0.49,0.6,1.34,5.0,477.0,LeeSin,368,94611,0.51,0.5,3.52,14.0,414.0,Cassiopeia,104,58236,0.52,0.64,2.98,47.0,312.0,KogMaw,201,25967,0.51,0.68,3.88,25.0,358.0,Lulu,97,21533,0.47,0.58,4.36,19.0,211.0,Irelia,Amumu,Kassadin,Samira,Akshan,1
4133,Malphite,221,80269,0.52,0.43,1.76,7.0,48.0,Ekko,54,4871,0.64,0.36,3.48,11.0,146.0,Xerath,513,87612,0.48,0.5,3.0,4.0,570.0,MasterYi,34,7366,0.47,0.31,1.11,16.0,51.0,Thresh,48,899,0.29,0.0,0.88,6.0,86.0,Lulu,Lillia,Ahri,KogMaw,Yuumi,0
4134,Nasus,544,160585,0.51,0.55,2.08,33.0,538.0,Graves,261,3891,0.52,0.0,1.29,3.0,546.0,Vladimir,514,48372,0.5,0.54,3.38,24.0,1218.0,Lucian,146,255409,0.51,0.54,2.27,225.0,627.0,Nami,668,621997,0.47,0.47,5.59,142.0,903.0,Lulu,XinZhao,Swain,KogMaw,Maokai,0
4135,Lulu,298,38520,0.49,0.58,3.38,38.0,477.0,Lillia,66,21862,0.52,0.57,2.81,37.0,104.0,Pantheon,94,32602,0.43,0.2,1.98,10.0,119.0,KogMaw,200,25967,0.51,0.68,3.88,25.0,358.0,Seraphine,315,765963,0.52,0.52,3.22,530.0,455.0,Garen,Shyvana,Veigar,Kaisa,Nautilus,0
4136,Sion,298,6638,0.49,0.75,0.81,8.0,477.0,Diana,51,9558,0.52,0.4,3.34,15.0,217.0,Swain,49,14666,0.52,0.48,2.18,25.0,371.0,Jhin,200,26626,0.51,0.38,3.52,29.0,358.0,Thresh,243,609757,0.49,0.45,3.05,78.0,352.0,Fiora,Vi,Ahri,MissFortune,Zilean,0
4137,Jayce,298,483,0.49,0.0,0.82,1.0,477.0,Elise,119,372871,0.5,0.52,2.37,643.0,716.0,Kayle,272,7572,0.5,0.71,4.82,7.0,706.0,KogMaw,200,25967,0.51,0.68,3.88,25.0,358.0,Lulu,187,325333,0.53,0.59,4.52,83.0,135.0,Olaf,Hecarim,Graves,Ashe,Teemo,0
4138,Yone,439,37487,0.49,0.47,2.44,36.0,165.0,Karthus,92,18694,0.51,0.41,1.78,17.0,678.0,Swain,230,25894,0.52,0.43,2.78,7.0,140.0,Ezreal,268,57942,0.53,0.52,2.02,25.0,285.0,Velkoz,67,1120,0.52,0.33,1.88,3.0,435.0,Lulu,Amumu,Yasuo,KogMaw,Senna,0
4139,Sion,297,6638,0.49,0.75,0.81,8.0,477.0,LeeSin,677,211717,0.5,0.43,2.44,54.0,756.0,Kayle,272,7572,0.5,0.71,4.82,7.0,706.0,Yasuo,200,216074,0.51,0.67,2.59,33.0,358.0,Twitch,358,230318,0.5,0.45,2.35,56.0,420.0,Teemo,Olaf,Sylas,Lucian,Pyke,1
4140,Gwen,530,7200,0.49,0.38,1.31,8.0,396.0,Volibear,297,20922,0.49,0.52,1.6,29.0,477.0,Ahri,200,180,0.51,0.0,2.17,1.0,358.0,Jinx,368,600155,0.5,0.55,2.18,166.0,1131.0,Lulu,387,308931,0.49,0.67,2.58,24.0,325.0,Yorick,Nocturne,Rumble,Singed,Seraphine,0
4141,Sion,297,6638,0.49,0.75,0.81,8.0,477.0,Kayn,493,786174,0.48,0.58,3.29,38.0,139.0,Irelia,54,31942,0.4,0.36,1.71,36.0,142.0,Yasuo,199,216074,0.51,0.67,2.59,33.0,358.0,Janna,259,57396,0.52,0.64,4.07,73.0,340.0,Swain,MonkeyKing,Rumble,Jinx,Lulu,1
4142,Renekton,379,225554,0.5,0.57,2.13,103.0,822.0,Ekko,142,463497,0.51,0.54,3.47,334.0,739.0,Swain,373,465878,0.51,0.55,2.05,142.0,622.0,Jhin,434,312745,0.5,0.59,3.22,29.0,212.0,Seraphine,58,21316,0.52,0.59,3.63,32.0,381.0,Mordekaiser,Viego,Viktor,Samira,Leona,1
4143,Shen,147,14327,0.52,0.8,2.95,5.0,162.0,MonkeyKing,270,16047,0.58,0.62,6.11,13.0,84.0,Akali,195,713477,0.53,0.55,2.29,354.0,428.0,Caitlyn,167,45740,0.5,0.52,2.48,29.0,264.0,Morgana,478,594666,0.51,0.53,3.16,55.0,690.0,Lulu,Viego,Diana,KogMaw,Yuumi,0
4144,Vladimir,454,35292,0.5,0.5,9.25,2.0,107.0,Mordekaiser,40,18129,0.52,0.6,1.9,30.0,226.0,Sylas,409,374456,0.53,0.61,3.32,83.0,205.0,Jhin,93,28482,0.55,0.6,3.73,10.0,206.0,Renata,459,51901,0.51,0.56,2.8,75.0,494.0,Lulu,Viego,TwistedFate,KogMaw,Yuumi,0
4145,Sylas,297,2533,0.49,0.5,1.13,2.0,477.0,Nocturne,173,923225,0.53,0.55,2.66,337.0,249.0,Yasuo,357,179781,0.49,0.43,1.39,51.0,352.0,KogMaw,199,25967,0.51,0.68,3.88,25.0,358.0,Lulu,613,85702,0.52,0.58,4.0,12.0,482.0,Malphite,Khazix,Azir,Lucian,Zilean,1
4146,Viktor,120,12012,0.51,0.75,3.0,16.0,1007.0,Trundle,642,168813,0.5,0.56,2.15,177.0,855.0,Kayle,139,32839,0.42,0.83,2.59,6.0,114.0,Samira,413,11777,0.5,0.5,2.19,6.0,188.0,Leona,352,376934,0.51,0.38,1.76,21.0,608.0,Urgot,Graves,Gangplank,Vayne,Pyke,1
4147,Gangplank,412,179785,0.51,0.59,2.17,78.0,586.0,Viego,61,24261,0.5,0.46,2.64,35.0,238.0,Viktor,221,63730,0.51,0.43,1.69,89.0,809.0,Caitlyn,249,51947,-1.0,0.0,0.0,0.0,-1.0,Nautilus,288,135177,0.53,0.65,2.88,104.0,346.0,Urgot,Vi,Malzahar,Jhin,Renata,0
4148,Lulu,296,38520,0.49,0.58,3.38,38.0,477.0,Shaco,340,402384,0.5,0.54,3.59,329.0,732.0,Akshan,449,93171,0.5,0.59,2.16,86.0,830.0,KogMaw,199,25967,0.51,0.68,3.88,25.0,358.0,Leblanc,420,337022,0.49,0.48,3.85,387.0,820.0,Gwen,MasterYi,Ahri,Lucian,Nami,0
4149,Volibear,296,20922,0.49,0.52,1.6,29.0,477.0,MasterYi,195,3824,0.49,0.67,2.0,3.0,140.0,Zoe,615,20201,0.51,0.67,2.57,3.0,862.0,KogMaw,198,25967,0.51,0.68,3.88,25.0,358.0,Senna,214,70641,0.52,0.6,3.27,58.0,248.0,Aatrox,Gwen,Zed,Jhin,Zyra,1
4150,Fiora,157,26952,0.5,0.5,1.91,14.0,284.0,Talon,128,37701,0.41,0.0,4.5,1.0,79.0,Anivia,425,57340,-1.0,0.0,0.0,0.0,-1.0,Twitch,324,155035,0.54,0.67,3.01,63.0,231.0,Velkoz,462,689741,0.51,0.59,2.52,275.0,611.0,Urgot,Nocturne,Yasuo,Jhin,Xerath,0
4151,Olaf,296,1760,0.49,0.0,1.14,1.0,477.0,Viego,703,66752,-1.0,0.0,0.0,0.0,-1.0,Sylas,66,58852,0.5,0.57,2.6,89.0,298.0,KogMaw,198,25967,0.51,0.68,3.88,25.0,358.0,Lux,464,212604,0.5,0.44,2.91,84.0,923.0,Gangplank,Nocturne,Diana,Ezreal,Nami,0
4152,Darius,282,45090,0.52,0.42,2.15,12.0,75.0,Volibear,59,9122,0.52,0.5,4.8,2.0,71.0,Xerath,283,7359,0.47,0.5,3.24,6.0,139.0,Lucian,103,270595,0.51,0.52,2.25,430.0,1092.0,Sona,601,150962,0.5,0.64,3.45,36.0,1044.0,Graves,XinZhao,Swain,Senna,TahmKench,1
4153,Mordekaiser,416,106317,0.52,0.57,2.5,126.0,107.0,Volibear,577,175623,0.51,0.63,2.89,38.0,498.0,Gangplank,302,33424,0.48,0.63,2.75,8.0,21.0,Caitlyn,377,78340,0.53,0.67,3.15,33.0,216.0,Nautilus,435,248529,0.48,0.54,3.15,13.0,159.0,Aatrox,Lillia,Varus,Sivir,Yuumi,0
4154,Viktor,38,8736,0.57,0.57,2.76,14.0,117.0,Trundle,37,9241,0.59,0.77,2.59,13.0,59.0,Rumble,255,1301933,0.46,0.48,3.95,120.0,90.0,Yasuo,388,533895,0.51,0.53,2.61,259.0,288.0,Taric,490,59800,0.52,0.67,2.2,3.0,389.0,Sejuani,Viego,Akali,Ezreal,Lulu,1
4155,Camille,54,106166,0.65,0.71,3.48,24.0,26.0,Evelynn,253,975746,0.49,0.52,3.21,347.0,391.0,Velkoz,39,42270,0.55,0.54,2.43,65.0,140.0,Twitch,33,33609,0.67,0.64,3.16,52.0,73.0,Lulu,313,59716,0.63,1.0,19.5,2.0,35.0,Illaoi,Akali,Kindred,Jinx,Sona,1
4156,Fiora,55,10712,0.51,0.36,1.51,25.0,126.0,Elise,285,254944,0.45,0.53,2.94,19.0,155.0,Katarina,544,541287,0.52,0.55,2.48,183.0,773.0,Kaisa,175,86633,0.5,0.47,2.74,77.0,700.0,Alistar,298,1617115,0.52,0.52,3.2,272.0,273.0,Trundle,Lillia,Akali,Vayne,Rell,0
4157,Skarner,532,1128313,0.48,0.47,2.74,43.0,42.0,Evelynn,36,19064,0.66,0.67,4.64,30.0,61.0,Zed,417,457014,0.42,0.5,2.39,20.0,36.0,Zeri,316,993,0.31,0.0,2.57,1.0,13.0,Yuumi,148,4924,0.55,0.5,4.73,2.0,67.0,Gwen,Belveth,Yasuo,Veigar,Leona,0
4158,DrMundo,36,10297,0.6,0.5,1.28,18.0,114.0,Ekko,38,25512,-1.0,0.0,0.0,0.0,-1.0,Vex,62,54415,0.57,0.61,2.36,85.0,216.0,Kaisa,101,22105,0.46,0.53,3.0,38.0,156.0,Karma,155,110945,0.5,0.45,3.5,171.0,1222.0,Yasuo,MonkeyKing,Sylas,Pyke,Soraka,0
4159,Shyvana,246,260828,0.54,0.56,3.37,276.0,317.0,Malphite,68,48494,0.53,0.44,2.18,34.0,164.0,Sylas,621,19232,0.5,0.47,2.06,15.0,364.0,Kalista,70,353,0.51,0.0,1.71,1.0,374.0,JarvanIV,104,3881,0.47,0.14,1.85,14.0,203.0,Sett,Kindred,Orianna,Zeri,Janna,0
4160,Darius,436,128182,0.5,0.33,1.94,12.0,445.0,Nidalee,130,29436,0.51,0.46,1.86,28.0,838.0,Galio,439,32717,0.46,0.7,3.13,20.0,114.0,Kaisa,506,249484,0.5,0.58,2.44,19.0,676.0,Xerath,527,117963,0.55,0.6,3.0,5.0,167.0,Shen,Khazix,Akali,Sivir,Lulu,1
4161,Riven,374,220195,0.58,0.0,1.75,2.0,124.0,Kayn,407,110086,0.54,0.5,3.02,10.0,301.0,Lux,162,157698,0.51,0.52,3.25,88.0,382.0,Ezreal,236,58893,0.55,0.65,3.67,17.0,180.0,Amumu,349,11999,0.51,0.63,2.37,8.0,312.0,Darius,Viego,Diana,KogMaw,Lulu,0
4162,Jax,279,33126,0.53,0.3,1.16,10.0,203.0,Kindred,147,3246,0.55,0.75,1.92,4.0,67.0,Ahri,374,313373,0.58,0.68,4.14,66.0,124.0,Kaisa,393,319061,0.47,0.59,2.46,39.0,105.0,Lulu,259,75194,0.49,0.51,2.85,39.0,438.0,Sona,Zac,Swain,Caitlyn,Shen,1
4163,Shen,241,111284,0.51,0.6,3.88,93.0,540.0,Lillia,453,115227,0.52,0.53,2.56,186.0,712.0,Ashe,33,10856,0.57,0.42,2.02,24.0,229.0,Lucian,318,75863,0.43,0.33,2.1,9.0,176.0,Leona,258,1126909,0.49,0.54,2.93,228.0,438.0,Darius,Kindred,Leblanc,Nilah,Lulu,0
4164,Yorick,261,487047,0.54,0.57,1.36,270.0,303.0,Viego,147,1647,0.55,0.2,2.27,5.0,67.0,Nasus,64,139579,0.51,0.53,2.24,196.0,567.0,Tristana,244,187993,0.53,0.58,2.65,52.0,576.0,Karma,98,7833,0.39,0.43,3.03,7.0,105.0,Zac,Rengar,Ekko,Samira,Taric,0
4165,Riven,185,201875,0.46,0.47,2.24,36.0,127.0,Warwick,147,348450,0.55,0.4,2.24,5.0,67.0,Annie,403,529869,0.54,0.71,3.26,35.0,489.0,Draven,303,368863,0.48,0.39,1.86,91.0,498.0,Blitzcrank,346,114633,0.51,0.57,2.36,104.0,814.0,TahmKench,Shaco,Gangplank,Sivir,Soraka,1
4166,Singed,87,122863,0.48,0.52,2.92,25.0,166.0,Diana,460,533415,0.52,0.52,2.59,252.0,514.0,Corki,327,75175,0.52,0.78,3.58,9.0,101.0,Draven,40,38183,0.51,0.53,2.24,30.0,131.0,Seraphine,39,3063,0.52,0.22,1.6,9.0,123.0,Nasus,Taric,Xerath,Samira,Brand,0
4167,Sylas,247,14640,0.52,0.67,4.57,3.0,415.0,Camille,40,3285,0.51,1.0,2.4,1.0,131.0,Irelia,39,3125,0.54,0.6,1.32,5.0,114.0,Lulu,481,41608,-1.0,0.0,0.0,0.0,-1.0,Cassiopeia,147,12977,0.55,0.83,2.05,6.0,67.0,Mordekaiser,Warwick,Yasuo,Kaisa,Sona,1
4168,Darius,427,85597,0.54,0.6,2.21,10.0,160.0,Udyr,177,46923,0.52,0.41,1.87,84.0,638.0,Kassadin,46,25101,0.56,0.59,2.85,39.0,79.0,Lucian,458,120497,0.5,0.5,2.33,12.0,522.0,Thresh,42,1567,0.5,0.0,1.49,5.0,119.0,DrMundo,Amumu,Gwen,Samira,Senna,0
4169,Irelia,92,415104,0.48,0.49,1.63,336.0,266.0,Lillia,146,6898,0.55,0.71,3.22,7.0,67.0,Ryze,188,18607,0.51,0.42,2.03,24.0,1042.0,Samira,54,12602,-1.0,0.0,0.0,0.0,-1.0,Nautilus,169,454017,0.54,0.61,2.94,269.0,393.0,Camille,Graves,Brand,Twitch,Rakan,1
4170,Fiora,325,25257,0.5,0.17,1.33,6.0,327.0,Viktor,138,322513,0.51,0.5,2.65,60.0,325.0,Karthus,116,36483,0.5,0.44,2.45,27.0,735.0,Jhin,103,35421,-1.0,0.0,0.0,0.0,-1.0,Blitzcrank,578,50048,0.5,0.56,3.14,9.0,848.0,Malphite,Pantheon,Lissandra,KogMaw,Senna,0
4171,Gragas,191,135366,0.5,0.58,1.97,33.0,309.0,Warwick,38,134,0.53,0.0,0.75,1.0,128.0,Annie,238,1640081,0.49,0.5,2.25,523.0,939.0,Twitch,364,47017,0.46,0.5,3.17,6.0,57.0,Pyke,39,6835,0.49,0.58,2.0,12.0,212.0,Tryndamere,Kayn,Vex,Seraphine,Senna,0
4172,Fiora,267,11416,0.57,0.83,7.18,6.0,91.0,Rengar,529,357734,0.54,0.59,3.23,155.0,353.0,Yasuo,308,1117117,0.57,0.61,2.2,175.0,208.0,Ezreal,416,74575,0.54,0.25,2.07,4.0,190.0,Soraka,521,613313,0.65,1.0,2.0,1.0,34.0,Gnar,Lillia,Azir,Kaisa,Yuumi,1
4173,Kayle,73,20563,0.52,0.61,2.15,23.0,619.0,Lillia,146,6898,0.55,0.71,3.22,7.0,67.0,Yasuo,267,223462,-1.0,0.0,0.0,0.0,-1.0,Caitlyn,407,180938,0.53,0.33,2.93,9.0,230.0,Yuumi,333,323213,0.45,0.54,4.82,113.0,393.0,Gwen,RekSai,Galio,Lucian,Nami,1
4174,Camille,91,219013,0.46,0.49,2.01,39.0,70.0,Kayn,45,3019,0.58,0.25,1.66,8.0,139.0,Ekko,104,443581,0.5,0.54,3.0,520.0,638.0,Vayne,239,30018,0.45,0.0,0.83,1.0,76.0,Blitzcrank,117,11388,0.47,0.4,2.21,5.0,92.0,Darius,Lillia,Viktor,Ezreal,Yuumi,0
4175,Olaf,520,8048,0.44,0.75,2.1,4.0,262.0,Graves,407,90752,0.51,0.53,2.79,58.0,394.0,Lissandra,339,124667,0.5,0.56,2.93,119.0,286.0,Jhin,509,461103,-1.0,0.0,0.0,0.0,-1.0,Janna,339,24367,0.5,0.47,2.57,38.0,293.0,Irelia,Lillia,Anivia,Kaisa,Yuumi,1
4176,Olaf,432,31144,0.5,0.53,2.22,19.0,183.0,MonkeyKing,166,17074,0.53,0.53,2.28,30.0,470.0,Katarina,427,1029805,-1.0,0.0,0.0,0.0,-1.0,Vayne,50,24432,-1.0,0.0,0.0,0.0,-1.0,Brand,146,5422,0.55,0.6,1.42,5.0,67.0,Warwick,Nocturne,Akshan,Kaisa,Renata,1
4177,Garen,456,107564,0.57,0.6,4.13,113.0,266.0,Hecarim,146,62183,0.55,0.6,2.61,10.0,67.0,Renekton,561,5657,0.48,0.8,2.32,5.0,346.0,Jinx,489,52088,0.52,0.44,2.4,9.0,189.0,Yuumi,326,323213,0.45,0.54,4.82,113.0,393.0,Chogath,Kayn,Yasuo,Samira,Nautilus,0
4178,Teemo,65,7557,0.47,0.0,0.63,2.0,114.0,MonkeyKing,385,18355,-1.0,0.0,0.0,0.0,-1.0,Orianna,68,1972,0.46,0.25,3.89,4.0,105.0,Seraphine,619,259195,0.49,0.5,3.15,272.0,1241.0,Senna,355,92518,0.45,0.25,1.67,8.0,141.0,Garen,Hecarim,Veigar,Ezreal,Yuumi,0
4179,MonkeyKing,113,55306,0.54,0.53,2.25,40.0,338.0,Rengar,291,279363,0.41,0.67,2.0,3.0,29.0,Taliyah,473,29577,-1.0,0.0,0.0,0.0,-1.0,Tristana,391,97221,0.49,0.58,2.14,12.0,150.0,Morgana,555,37066,-1.0,0.0,0.0,0.0,-1.0,Tryndamere,Olaf,Annie,Draven,Lulu,1
4180,Urgot,443,16970,0.46,0.33,1.13,3.0,155.0,JarvanIV,454,25509,0.52,0.6,3.19,5.0,530.0,Veigar,191,564209,0.52,0.59,2.85,41.0,61.0,Twitch,522,86417,0.5,0.48,2.32,25.0,302.0,Zyra,344,128878,0.46,0.5,3.35,6.0,177.0,Gnar,MasterYi,Malzahar,Vayne,Yuumi,0
4181,Volibear,352,63128,-1.0,0.0,0.0,0.0,-1.0,Viego,145,1647,0.55,0.2,2.27,5.0,67.0,Katarina,38,47363,0.59,0.64,2.86,74.0,102.0,Morgana,652,68271,0.52,0.5,2.05,2.0,706.0,Ezreal,469,19994,0.49,0.0,1.4,2.0,711.0,Mordekaiser,MasterYi,Yone,Samira,Karma,0
4182,Malphite,46,1235,-1.0,0.0,0.0,0.0,-1.0,Hecarim,80,78049,0.56,0.71,5.68,77.0,287.0,Sylas,277,57355,0.39,0.33,1.56,3.0,62.0,Vayne,80,24014,0.36,0.0,0.78,2.0,11.0,Lulu,353,28796,-1.0,0.0,0.0,0.0,-1.0,Tryndamere,Xayah,TwistedFate,Kayn,Bard,0
4183,MonkeyKing,294,13143,0.52,1.0,3.69,2.0,381.0,LeeSin,324,139806,0.53,0.67,4.87,6.0,137.0,Karma,256,12532,0.53,0.69,2.55,13.0,378.0,Kindred,322,1603461,0.51,0.53,2.48,407.0,431.0,Veigar,236,107012,0.5,0.46,1.86,37.0,572.0,Darius,Kayn,Viktor,Kaisa,Seraphine,1
4184,DrMundo,313,204287,0.5,0.69,3.86,16.0,258.0,MasterYi,320,90439,0.46,0.58,2.13,24.0,240.0,Talon,415,753724,0.5,0.5,2.29,345.0,941.0,Veigar,331,5068,0.51,0.6,3.48,5.0,332.0,Nami,130,289573,0.55,0.59,3.04,246.0,338.0,Gwen,Hecarim,Qiyana,Samira,Nautilus,1
4185,Nasus,202,416665,0.53,0.57,3.0,331.0,449.0,Kayn,58,106031,0.6,0.64,3.71,36.0,42.0,Kaisa,619,67735,0.5,0.57,3.28,51.0,1455.0,Vayne,524,79805,-1.0,0.0,0.0,0.0,-1.0,Janna,602,547994,0.5,0.53,3.27,503.0,926.0,Garen,Nunu,Lissandra,Twitch,Yuumi,1
4186,Aatrox,484,415031,0.54,0.53,2.23,244.0,401.0,Lillia,58,2485,0.6,1.0,3.5,1.0,42.0,Talon,214,43387,0.49,0.48,2.93,71.0,447.0,Samira,524,124356,-1.0,0.0,0.0,0.0,-1.0,Rell,358,13121,0.61,0.85,3.27,13.0,23.0,Sion,Mordekaiser,Annie,Jhin,Senna,1
4187,Riven,146,466893,0.51,0.57,2.12,514.0,864.0,RekSai,414,5677,0.51,0.5,1.69,2.0,704.0,Zed,362,259835,0.5,0.59,2.87,130.0,507.0,Vayne,102,32315,0.51,0.36,1.83,31.0,526.0,Soraka,43,101913,0.49,0.49,3.8,185.0,481.0,Darius,Kayn,Fizz,Caitlyn,Lux,1
4188,Warwick,211,980068,0.52,0.56,2.24,616.0,895.0,Kayn,57,106031,0.6,0.64,3.71,36.0,42.0,Vladimir,264,260328,0.47,0.48,1.58,21.0,36.0,Samira,523,124356,-1.0,0.0,0.0,0.0,-1.0,Nautilus,297,68703,0.54,0.56,2.63,75.0,384.0,Sett,Khazix,Kassadin,Vayne,Janna,1
4189,Zac,193,1737172,0.48,0.51,2.63,196.0,194.0,Kayn,57,106031,0.6,0.64,3.71,36.0,42.0,Lux,311,1205673,0.49,0.52,4.37,103.0,86.0,Kaisa,522,486646,-1.0,0.0,0.0,0.0,-1.0,Zilean,390,273524,0.53,0.56,4.37,54.0,108.0,Garen,Kindred,Qiyana,Ezreal,Karma,1
4190,Aatrox,101,15110,0.53,0.83,2.75,6.0,59.0,LeeSin,39,17511,-1.0,0.0,0.0,0.0,-1.0,Ryze,538,177422,0.48,0.29,2.44,14.0,346.0,Zeri,134,7983,-1.0,0.0,0.0,0.0,-1.0,Janna,44,1037,0.36,1.0,2.0,1.0,11.0,Garen,Kayn,Vex,Ashe,Pyke,1
4191,Akshan,55,17508,0.6,0.4,2.11,10.0,47.0,Kindred,465,31156,0.52,0.51,2.24,37.0,763.0,Malzahar,204,12976,0.51,0.47,1.66,19.0,560.0,Draven,48,38634,0.52,0.51,2.15,70.0,249.0,Nami,246,537864,0.49,0.51,3.53,240.0,355.0,Ornn,Kayn,Ahri,Jhin,Janna,0
4192,Aatrox,298,232183,0.49,0.53,2.58,194.0,769.0,Kindred,502,25233,0.52,0.0,1.9,1.0,963.0,Lissandra,139,15824,0.47,0.56,3.58,16.0,507.0,Jhin,428,95588,0.45,0.5,2.25,4.0,172.0,Leblanc,308,182501,-1.0,0.0,0.0,0.0,-1.0,Irelia,Kayn,Lux,Samira,Leona,0
4193,Malphite,91,37258,0.5,0.56,2.12,9.0,375.0,Diana,392,74283,0.5,0.52,1.77,21.0,256.0,Varus,518,133863,0.49,0.6,1.76,5.0,949.0,Akshan,363,29455,0.53,0.58,2.37,31.0,489.0,Blitzcrank,166,40036,0.52,0.67,2.19,3.0,54.0,Darius,Kayn,Yone,Ezreal,Pyke,0
4194,Tryndamere,147,544237,0.54,0.58,1.82,76.0,92.0,LeeSin,558,255875,0.5,0.48,2.97,46.0,755.0,Yasuo,54,115591,0.55,0.66,2.79,38.0,75.0,Veigar,106,13308,0.53,0.5,3.03,6.0,242.0,Soraka,547,170399,0.5,0.57,3.27,272.0,714.0,Malphite,Kayn,Garen,Jhin,Lux,0
4195,Camille,45,534,0.5,0.0,1.42,3.0,256.0,Ivern,409,473495,0.45,0.56,3.82,75.0,251.0,Neeko,314,288914,0.52,0.52,2.14,235.0,619.0,Zeri,207,53249,0.48,0.54,2.99,81.0,362.0,Leona,340,62802,0.55,0.25,2.02,8.0,285.0,Nasus,Hecarim,Yone,KogMaw,Sona,0
4196,Jax,391,545802,0.5,0.51,1.49,105.0,209.0,Kayn,57,106031,0.6,0.64,3.71,36.0,42.0,Anivia,214,66680,0.46,0.54,2.6,86.0,200.0,Samira,521,124356,-1.0,0.0,0.0,0.0,-1.0,Leona,371,140458,0.54,0.5,3.16,12.0,219.0,Malphite,Zac,KogMaw,Tristana,Senna,1
4197,Malphite,347,6320,0.48,1.0,4.67,2.0,140.0,Kayn,57,106031,0.6,0.64,3.71,36.0,42.0,Yasuo,68,32966,0.5,1.0,1.68,3.0,175.0,Kaisa,521,486646,-1.0,0.0,0.0,0.0,-1.0,Swain,230,105461,0.49,0.47,1.73,19.0,154.0,Gangplank,RekSai,Diana,Lucian,Blitzcrank,1
4198,Riven,351,201666,0.52,0.25,1.57,12.0,287.0,Hecarim,449,46254,0.53,0.33,1.73,12.0,437.0,Malzahar,46,10077,0.53,0.59,1.76,17.0,172.0,MissFortune,243,28205,0.5,0.46,1.79,13.0,671.0,Leona,82,69723,0.46,0.46,2.08,11.0,255.0,Garen,Kayn,Yone,Jinx,Thresh,0
4199,MonkeyKing,206,274759,0.47,0.49,2.79,132.0,166.0,Nunu,250,446722,0.44,0.56,3.7,45.0,77.0,Viktor,119,20997,0.48,0.0,1.5,1.0,82.0,Caitlyn,120,17920,0.4,0.67,2.41,3.0,15.0,Blitzcrank,392,89370,0.53,0.73,2.63,15.0,77.0,Ornn,Kayn,Ahri,Twitch,Janna,0
4200,Camille,521,40554,-1.0,0.0,0.0,0.0,-1.0,Kayn,56,106031,0.6,0.64,3.71,36.0,42.0,Katarina,94,106605,0.51,0.51,1.92,41.0,179.0,Ezreal,416,49639,0.5,0.67,3.55,24.0,127.0,Leona,61,26805,0.42,0.25,2.09,12.0,60.0,Garen,Ekko,Quinn,Jhin,Lulu,1
4201,Irelia,281,168959,0.53,0.56,2.06,139.0,441.0,Ekko,271,117629,0.48,0.58,3.07,12.0,459.0,Fizz,84,262091,0.52,0.57,3.23,157.0,201.0,Ezreal,159,19814,-1.0,0.0,0.0,0.0,-1.0,Lulu,84,21747,0.44,0.75,3.38,4.0,78.0,Garen,Kayn,Kassadin,Jinx,Karma,1
4202,Vayne,520,79805,-1.0,0.0,0.0,0.0,-1.0,Kayn,56,106031,0.6,0.64,3.71,36.0,42.0,Katarina,457,832994,0.5,0.51,2.88,101.0,112.0,MissFortune,264,67729,0.76,0.8,2.18,5.0,25.0,Renata,191,95928,0.31,0.32,1.59,53.0,90.0,Darius,Khazix,Sylas,Ezreal,Xerath,1
4203,Riven,441,238382,-1.0,0.0,0.0,0.0,-1.0,Diana,226,16176,-1.0,0.0,0.0,0.0,-1.0,TwistedFate,347,256791,0.52,0.54,3.72,171.0,326.0,Samira,457,205944,0.49,0.5,2.58,106.0,574.0,Zac,190,55598,0.5,0.61,3.53,41.0,788.0,Shen,Kayn,MasterYi,Kaisa,Morgana,0
